Hour,Demand,Reserves
1673,17331,1279
1674,17598,1137
1675,17923,1070
1676,18630,1112
1677,18977,1056
1678,18297,1122
1679,17193,1609
1680,16084,1193
1681,15415,895
1682,15162,790
1683,15220,858
1684,15453,1495
1685,16197,884
1686,17841,1583
1687,20500,1381
1688,21942,2142
1689,21609,1680
1690,20611,1395
1691,19511,1103
1692,18461,926
1693,17729,1596
1694,17244,878
1695,16761,860
1696,16453,1004
1697,16484,898
1698,16688,1195
1699,17185,1705
1700,18431,1829
1701,19295,1622
1702,18908,1328
1703,18048,1507
1704,17187,1635
1705,16708,1440
1706,16759,1261
1707,17041,1583
1708,17537,961
1709,18505,1135
1710,20263,1369
1711,23004,1650
1712,24302,2343
1713,23457,1722
1714,21528,2067
1715,19858,1357
1716,18619,1317
1717,17837,1615
1718,17439,1139
1719,17131,1078
1720,16861,1352
1721,16912,1002
1722,17073,1606
1723,17457,1596
1724,18407,1494
1725,19049,1873
1726,18532,1080
1727,17402,1679
1728,16197,1466
1729,15383,1044
1730,15069,962
1731,14961,1424
1732,15067,1271
1733,15512,1544
1734,16832,1652
1735,19105,1510
1736,20090,1192
1737,19710,1790
1738,18814,1226
1739,18101,1225
1740,17598,1082
1741,17279,1585
1742,17180,1530
1743,17066,1385
1744,17008,1157
1745,17102,1118
1746,17192,1369
1747,17392,1332
1748,18139,1258
1749,18542,1060
1750,17783,1667
1751,16479,916
1752,15051,932
1753,14085,849
1754,13433,1075
1755,13156,1153
1756,13058,1173
1757,13301,1073
1758,14279,755
1759,16176,1273
1760,17263,1518
1761,17237,1003
1762,17357,1135
1763,17543,936
1764,17552,1640
1765,17543,1611
1766,17590,1537
1767,17496,1588
1768,17331,1063
1769,17224,866
1770,17146,973
1771,17012,1399
1772,17238,1681
1773,17518,1031
1774,16959,1564
1775,16056,1513
1776,14965,1255
1777,14065,965
1778,13514,790
1779,13335,791
1780,13346,874
1781,13680,1180
1782,14214,722
1783,15162,1379
1784,16301,1608
1785,17347,1274
1786,17692,1635
1787,17476,1091
1788,16969,1478
1789,16385,1609
1790,15874,1312
1791,15404,903
1792,15205,1243
1793,15277,1247
1794,15509,1125
1795,15877,1342
1796,16764,1419
1797,17644,1308
1798,17584,901
1799,17209,1477
1800,16654,1213
1801,16209,1286
1802,16091,812
1803,16169,826
1804,16407,1202
1805,16775,1586
1806,17426,1350
1807,18435,1265
1808,19617,1925
1809,20505,1051
1810,19946,1348
1811,18656,1756
1812,17390,994
1813,16637,1277
1814,15937,1233
1815,15273,1467
1816,14930,1063
1817,14942,864
1818,15249,1484
1819,15734,931
1820,16931,1645
1821,18112,1318
1822,17933,976
1823,17318,1127
1824,16605,1233
1825,16313,1463
1826,16408,1045
1827,16785,1535
1828,17398,1039
1829,18423,1088
1830,20310,1659
1831,23140,1775
1832,24521,2188
1833,23798,2091
1834,21689,1333
1835,19992,1078
1836,18844,1541
1837,17970,1606
1838,17517,1318
1839,17108,1407
1840,16892,1421
1841,16925,900
1842,17206,919
1843,17887,1050
1844,19159,1531
1845,20130,1791
1846,19692,1541
1847,18732,1474
1848,17811,1408
1849,17320,920
1850,17312,1695
1851,17534,1674
1852,18002,1332
1853,18921,1491
1854,20677,1393
1855,23486,1828
1856,24783,1684
1857,24174,2379
1858,22695,2200
1859,21148,1129
1860,19869,1026
1861,18894,1525
1862,18234,1715
1863,17564,1218
1864,17124,1048
1865,17056,883
1866,17287,1181
1867,17862,1114
1868,19141,1810
1869,20315,1548
1870,20023,1267
1871,19201,1576
1872,18368,1244
1873,17975,1696
1874,18034,1650
1875,18255,1017
1876,18658,1518
1877,19496,1143
1878,21252,1414
1879,23831,1825
1880,24916,1616
1881,24173,2155
1882,22722,1950
1883,21356,1317
1884,20326,2006
1885,19483,1586
1886,18961,1125
1887,18468,1168
1888,18266,1129
1889,18392,926
1890,18809,1583
1891,19249,1125
1892,20015,1072
1893,20486,1318
1894,19801,1349
1895,18546,1369
1896,17405,1326
1897,16636,1295
1898,16308,1342
1899,16206,1609
1900,16228,1341
1901,16722,1341
1902,18062,1557
1903,20291,1535
1904,21279,1800
1905,20992,1646
1906,20532,1486
1907,19943,1503
1908,19321,1140
1909,18622,1018
1910,18192,1759
1911,17774,1649
1912,17573,1222
1913,17655,1431
1914,17842,1733
1915,18272,1399
1916,19157,1240
1917,19802,1693
1918,19276,1298
1919,18235,1012
1920,17222,1323
1921,16579,985
1922,16373,1442
1923,16452,945
1924,16772,914
1925,17390,1328
1926,18897,1011
1927,21320,1331
1928,22417,1494
1929,21757,1537
1930,20533,1397
1931,19440,1889
1932,18482,1225
1933,17677,1594
1934,17191,1088
1935,16650,1076
1936,16285,1423
1937,16197,1174
1938,16317,1089
1939,16504,1508
1940,17090,1134
1941,17867,1639
1942,17572,1028
1943,16997,1241
1944,16243,1140
1945,15593,896
1946,15387,1200
1947,15495,1542
1948,15824,1438
1949,16361,1409
1950,17295,1051
1951,18637,1430
1952,19935,1574
1953,20291,1647
1954,19317,1312
1955,18241,1235
1956,17233,1168
1957,16372,980
1958,15714,1370
1959,15192,1464
1960,14903,1345
1961,14894,1137
1962,15065,1477
1963,15324,1524
1964,15933,1314
1965,16789,909
1966,16726,1028
1967,16366,1292
1968,15896,1350
1969,15559,1013
1970,15570,844
1971,15890,1329
1972,16303,1486
1973,16880,1412
1974,17706,1225
1975,18861,1494
1976,20041,1357
1977,20478,1292
1978,19085,1396
1979,17312,1502
1980,16061,1044
1981,15394,804
1982,14987,1296
1983,14697,925
1984,14614,1312
1985,14831,1429
1986,15288,1226
1987,15622,1201
1988,16302,994
1989,17098,1163
1990,16504,1223
1991,15331,1349
1992,14156,970
1993,13370,1285
1994,13075,776
1995,13040,982
1996,13170,1248
1997,13772,1295
1998,15145,1234
1999,17547,1005
2000,18659,1149
2001,18434,1123
2002,18042,1090
2003,17611,980
2004,17295,1698
2005,17147,1541
2006,17163,1283
2007,17239,1334
2008,17235,1660
2009,17396,1600
2010,17698,939
2011,18001,1013
2012,18497,1638
2013,18534,1141
2014,17593,1256
2015,16271,1449
2016,15012,1437
2017,14134,826
2018,13745,1046
2019,13567,1213
2020,13625,717
2021,14099,1242
2022,15407,1320
2023,17719,1640
2024,18894,1452
2025,18961,1376
2026,19011,1796
2027,19061,1064
2028,18690,1534
2029,18150,1407
2030,17738,1579
2031,17207,1170
2032,16966,1452
2033,16994,907
2034,17172,1547
2035,17626,1519
2036,18618,1855
2037,19648,1324
2038,19244,1508
2039,18285,1299
2040,17433,913
2041,16916,899
2042,16914,1496
2043,17178,1589
2044,17677,920
2045,18548,1351
2046,20450,1955
2047,23202,1976
2048,24373,2192
2049,23425,2099
2050,21855,2135
2051,20476,1517
2052,19408,1898
2053,18495,1779
2054,17866,902
2055,17267,1458
2056,16861,1320
2057,16776,1015
2058,16971,1096
2059,17447,1359
2060,18351,929
2061,19542,1065
2062,19315,1834
2063,18442,1038
2064,17614,1520
2065,17219,1587
2066,17266,923
2067,17560,1673
2068,18075,1293
2069,18970,1240
2070,20753,1522
2071,23534,2203
2072,24531,1281
2073,23313,2305
2074,21162,1951
2075,19399,1130
2076,18182,1324
2077,17339,1061
2078,16878,1651
2079,16530,866
2080,16301,818
2081,16354,1259
2082,16476,1107
2083,16781,896
2084,17388,1538
2085,18224,1235
2086,17652,1608
2087,16566,1362
2088,15441,1402
2089,14794,1366
2090,14624,1448
2091,14736,968
2092,15025,1214
2093,15733,833
2094,17217,1190
2095,19600,1011
2096,20626,1808
2097,20044,1592
2098,18723,958
2099,17742,1223
2100,17008,1623
2101,16580,1064
2102,16386,1248
2103,16302,1026
2104,16312,968
2105,16419,1590
2106,16464,913
2107,16392,1330
2108,16581,989
2109,17001,1035
2110,16441,1626
2111,15565,1106
2112,14467,836
2113,13584,933
2114,13032,949
2115,12807,744
2116,12746,963
2117,12894,1162
2118,13390,1270
2119,14222,815
2120,15031,966
2121,15800,1196
2122,15924,1554
2123,15763,1521
2124,15543,982
2125,15374,1516
2126,15279,987
2127,15241,1145
2128,15265,1108
2129,15470,1319
2130,15683,1027
2131,15674,1315
2132,15849,1085
2133,16439,1039
2134,15912,1164
2135,15018,1002
2136,13993,1075
2137,13056,1106
2138,12498,1153
2139,12098,891
2140,11908,704
2141,11912,991
2142,12122,1013
2143,12644,841
2144,13320,904
2145,14393,948
2146,15124,1277
2147,15296,810
2148,15287,827
2149,15288,1292
2150,15092,918
2151,14993,979
2152,14898,994
2153,15047,1353
2154,15419,1374
2155,15667,1524
2156,16372,1142
2157,17383,1633
2158,16940,1606
2159,16086,1136
2160,15221,1414
2161,14746,831
2162,14691,1337
2163,14903,902
2164,15368,1148
2165,16319,850
2166,18166,1397
2167,20903,1224
2168,22170,2169
2169,21958,1380
2170,21297,1703
2171,20481,1712
2172,19638,1649
2173,18795,1295
2174,18142,1275
2175,17538,1039
2176,17082,1465
2177,16969,1294
2178,17209,1537
2179,17782,1247
2180,18890,1081
2181,20217,1666
2182,19944,1918
2183,19060,1022
2184,18149,1675
2185,17691,1761
2186,17599,1278
2187,17701,1317
2188,17970,1136
2189,18548,1328
2190,19968,1865
2191,22127,2091
2192,23019,1392
2193,22907,1741
2194,22889,1981
2195,22657,1394
2196,22891,2092
2197,22381,1277
2198,21987,1898
2199,21358,1306
2200,20668,1554
2201,20315,2002
2202,20213,1997
2203,20410,1124
2204,20975,1494
2205,21698,2034
2206,21178,1621
2207,20113,1530
2208,19163,1804
2209,18602,1371
2210,18658,1332
2211,18916,1103
2212,19340,1680
2213,20195,1929
2214,21885,1281
2215,24134,1476
2216,24676,2345
2217,23486,1308
2218,21167,1752
2219,19528,1802
2220,18325,1091
2221,17518,1532
2222,17117,1387
2223,16749,1231
2224,16593,1430
2225,16632,1092
2226,16816,923
2227,17013,1440
2228,17433,1599
2229,18336,1565
2230,17752,1224
2231,16454,1355
2232,15212,822
2233,14500,1043
2234,14217,753
2235,14187,1039
2236,14358,830
2237,14946,1413
2238,16385,1109
2239,18815,1332
2240,19748,1231
2241,19141,1573
2242,18266,1769
2243,17536,1687
2244,17090,889
2245,16878,970
2246,16903,1422
2247,16922,1182
2248,17022,1566
2249,17096,893
2250,17170,979
2251,17189,1681
2252,17666,1688
2253,18296,1791
2254,17563,1222
2255,16196,1131
2256,14799,996
2257,13824,1247
2258,13297,1003
2259,12996,883
2260,12930,1057
2261,13230,1139
2262,14298,962
2263,16319,1557
2264,17438,1567
2265,17601,1485
2266,17882,1558
2267,17939,1713
2268,17832,1196
2269,17542,1713
2270,17426,925
2271,17207,1154
2272,17015,1162
2273,16960,1229
2274,16949,1517
2275,16992,1186
2276,17173,1004
2277,17455,1672
2278,16898,1502
2279,15980,1058
2280,14927,1051
2281,14001,1011
2282,13392,1141
2283,13148,1285
2284,12986,672
2285,13093,1122
2286,13518,1131
2287,14207,1308
2288,14888,1008
2289,15650,868
2290,16087,932
2291,16088,1547
2292,15821,1111
2293,15527,1357
2294,15277,931
2295,15384,1506
2296,15418,1153
2297,15590,1245
2298,15981,1039
2299,16028,1587
2300,16082,1516
2301,16633,1266
2302,16162,1415
2303,15226,1508
2304,14159,924
2305,13188,1296
2306,12591,813
2307,12246,1221
2308,12126,1162
2309,12139,992
2310,12442,872
2311,12951,1213
2312,13532,826
2313,14582,1441
2314,15126,758
2315,15239,925
2316,15242,878
2317,15365,1303
2318,15403,1533
2319,15380,946
2320,15531,1180
2321,15778,1200
2322,16124,1277
2323,16376,1074
2324,16785,1045
2325,17474,1605
2326,16832,1457
2327,15614,1315
2328,14245,940
2329,13301,880
2330,12745,1089
2331,12492,1182
2332,12448,1044
2333,12780,840
2334,13905,1303
2335,16004,1398
2336,16882,1461
2337,17057,1044
2338,17257,1579
2339,17583,1283
2340,17965,1237
2341,18429,1137
2342,19119,1781
2343,19415,1831
2344,19454,1111
2345,19513,1615
2346,19474,1307
2347,19402,1819
2348,19443,1178
2349,19435,1432
2350,18329,1241
2351,16907,1498
2352,15437,912
2353,14362,1194
2354,13679,930
2355,13316,1265
2356,13192,1278
2357,13382,869
2358,14411,815
2359,16431,1055
2360,17283,1006
2361,17417,1476
2362,17619,1442
2363,17844,1348
2364,17912,1035
2365,17982,1227
2366,18174,1036
2367,18195,1167
2368,18268,1227
2369,18401,1655
2370,18521,1631
2371,18641,1189
2372,18690,1459
2373,19154,1734
2374,18341,1465
2375,16771,1205
2376,15199,1403
2377,14069,887
2378,13450,841
2379,13101,730
2380,12963,1014
2381,13194,949
2382,14263,1420
2383,16284,1624
2384,16975,1531
2385,16962,1005
2386,16937,1176
2387,17087,1622
2388,17174,1217
2389,17266,913
2390,17675,1459
2391,18043,1617
2392,18415,988
2393,18935,1626
2394,19273,1713
2395,19359,1302
2396,19101,1634
2397,19397,1295
2398,18406,1839
2399,16669,1267
2400,14996,1081
2401,13837,1205
2402,13170,763
2403,12839,904
2404,12774,1217
2405,13016,1272
2406,14133,914
2407,16082,1566
2408,16846,1163
2409,16848,963
2410,16893,1404
2411,17152,1331
2412,17239,1548
2413,17548,1372
2414,18110,1371
2415,18602,1500
2416,19028,1724
2417,19440,1530
2418,19523,1832
2419,19317,1847
2420,19225,1560
2421,19725,1816
2422,18880,1789
2423,17229,1088
2424,15526,1121
2425,14289,1089
2426,13605,1017
2427,13149,1007
2428,12964,1127
2429,13197,1290
2430,14130,833
2431,16021,1419
2432,16856,961
2433,17153,1606
2434,17492,1101
2435,17820,1455
2436,18007,1730
2437,18147,1070
2438,18317,924
2439,18400,1268
2440,18444,1282
2441,18484,1006
2442,18526,1844
2443,18296,1130
2444,18178,940
2445,18400,958
2446,17786,1472
2447,16686,905
2448,15470,1218
2449,14333,1187
2450,13634,1088
2451,13159,1063
2452,12955,1153
2453,12968,1172
2454,13242,1068
2455,13798,1139
2456,14314,891
2457,15379,1475
2458,16254,973
2459,16798,1187
2460,17087,1399
2461,17244,996
2462,17267,921
2463,17269,1257
2464,17353,1519
2465,17496,1346
2466,17559,1206
2467,17450,1356
2468,17358,908
2469,17680,1288
2470,17117,932
2471,16120,1498
2472,15001,1009
2473,13954,1370
2474,13268,817
2475,12800,1130
2476,12528,890
2477,12491,1102
2478,12652,705
2479,13091,754
2480,13635,820
2481,14857,907
2482,15828,792
2483,16396,1282
2484,16831,1181
2485,17307,1447
2486,17638,1241
2487,17695,1498
2488,17773,1437
2489,17866,1423
2490,18146,1021
2491,18235,1555
2492,18333,1724
2493,18888,1728
2494,18234,1745
2495,17168,1476
2496,15826,1359
2497,14642,1050
2498,13776,830
2499,13253,1097
2500,12918,676
2501,12912,1064
2502,13735,725
2503,15348,1161
2504,16165,1144
2505,16552,994
2506,16776,1411
2507,16992,1295
2508,17054,1660
2509,17062,1167
2510,17152,1693
2511,17191,1093
2512,17218,1708
2513,17381,1407
2514,17496,951
2515,17582,1017
2516,17512,1376
2517,18016,1457
2518,17306,1347
2519,15985,1161
2520,14736,975
2521,13900,898
2522,13468,1024
2523,13339,1035
2524,13449,1257
2525,13967,907
2526,15358,980
2527,17483,892
2528,18461,1570
2529,18199,1004
2530,17652,965
2531,17224,1696
2532,16865,1464
2533,16627,1570
2534,16611,1375
2535,16631,1602
2536,16749,1011
2537,16986,1122
2538,17188,1036
2539,17391,987
2540,17419,1523
2541,17995,1573
2542,17442,967
2543,15985,975
2544,14600,990
2545,13666,823
2546,13145,765
2547,12938,856
2548,12922,916
2549,13299,1131
2550,14475,984
2551,16283,945
2552,17060,1386
2553,17050,1306
2554,16848,1669
2555,16896,1403
2556,17043,1026
2557,17285,1546
2558,17845,997
2559,18359,1137
2560,18873,1269
2561,19314,1679
2562,19456,1549
2563,19307,1258
2564,19121,1604
2565,19410,1777
2566,18581,1090
2567,16994,1212
2568,15423,1534
2569,14179,1054
2570,13492,875
2571,13053,1080
2572,12888,673
2573,13046,879
2574,13900,1318
2575,15483,1196
2576,16257,1057
2577,16644,1139
2578,17151,914
2579,17700,1081
2580,18183,962
2581,18743,1814
2582,19317,1304
2583,19883,1718
2584,20258,1357
2585,20540,1300
2586,20541,1074
2587,20161,1281
2588,19577,1468
2589,19794,1918
2590,19012,1549
2591,17556,1360
2592,15971,1299
2593,14731,924
2594,13915,788
2595,13408,1083
2596,13193,676
2597,13263,954
2598,13748,1021
2599,14712,997
2600,15449,962
2601,16405,1026
2602,17293,1375
2603,17914,1242
2604,18163,912
2605,18131,987
2606,18141,1421
2607,18007,1276
2608,17731,1303
2609,17600,1332
2610,17561,1218
2611,17197,1162
2612,16925,1469
2613,17109,1682
2614,16551,1536
2615,15604,1045
2616,14477,1085
2617,13441,733
2618,12762,879
2619,12331,1032
2620,12090,807
2621,12025,1111
2622,12287,1144
2623,12702,739
2624,13395,1058
2625,14474,987
2626,15239,1323
2627,15529,1541
2628,15467,1067
2629,15339,990
2630,15118,1478
2631,15049,884
2632,15022,1217
2633,15186,945
2634,15386,1507
2635,15468,876
2636,15730,1070
2637,16430,1480
2638,16188,1591
2639,15469,782
2640,14535,860
2641,13742,1191
2642,13234,1075
2643,12993,1223
2644,12917,896
2645,13031,881
2646,13502,1254
2647,14100,1384
2648,14799,896
2649,15584,958
2650,15614,894
2651,15168,996
2652,14832,1332
2653,14694,1291
2654,14416,1276
2655,14111,1240
2656,13923,778
2657,13919,1176
2658,14105,1155
2659,14375,1279
2660,14756,964
2661,15662,1204
2662,15437,1288
2663,14655,1144
2664,13669,1216
2665,12956,1248
2666,12604,1014
2667,12575,906
2668,12731,1012
2669,13243,670
2670,14457,922
2671,16210,1362
2672,17126,1328
2673,17367,1002
2674,16986,957
2675,16864,1200
2676,16682,1350
2677,16684,907
2678,16812,1620
2679,16889,1050
2680,17137,1700
2681,17499,1421
2682,17879,1643
2683,18123,1280
2684,18050,1803
2685,18405,1546
2686,17610,1456
2687,16068,953
2688,14554,1395
2689,13405,889
2690,12834,1250
2691,12562,710
2692,12517,1094
2693,12870,1079
2694,13966,1035
2695,15744,1323
2696,16649,1068
2697,16748,1314
2698,16791,1401
2699,17108,1238
2700,17477,1063
2701,17983,1117
2702,18668,1091
2703,19396,1211
2704,20054,1947
2705,20757,1952
2706,21097,1386
2707,21169,1836
2708,20667,1320
2709,20676,1753
2710,19619,1684
2711,17785,1435
2712,16038,1382
2713,14694,885
2714,13835,1009
2715,13322,669
2716,13074,709
2717,13182,952
2718,14068,1035
2719,15599,968
2720,16406,1638
2721,16851,1630
2722,17296,1370
2723,17956,1389
2724,18816,1524
2725,19698,1171
2726,20717,1831
2727,21661,1839
2728,22393,1432
2729,23034,1742
2730,23330,1281
2731,23044,1979
2732,22161,2045
2733,21630,1945
2734,20507,1452
2735,18488,934
2736,16570,1130
2737,15062,1228
2738,14104,867
2739,13496,839
2740,13195,1273
2741,13280,891
2742,14114,830
2743,15645,1366
2744,16446,1589
2745,16984,1666
2746,17486,1149
2747,18192,1537
2748,18942,1066
2749,19694,1871
2750,20434,1686
2751,20915,1266
2752,21187,1749
2753,21393,1838
2754,21158,1816
2755,20755,1783
2756,20377,1963
2757,20496,1349
2758,19640,1528
2759,18043,1717
2760,16468,990
2761,15132,1068
2762,14335,1020
2763,13872,918
2764,13615,1105
2765,13737,883
2766,14526,861
2767,16031,1237
2768,16849,1022
2769,17404,1094
2770,17859,1637
2771,18498,1607
2772,18918,1165
2773,19155,996
2774,19389,1263
2775,19387,1701
2776,18874,1183
2777,18423,1781
2778,17890,1253
2779,17342,954
2780,16774,1257
2781,16975,980
2782,16531,1520
2783,15550,1267
2784,14399,1053
2785,13416,800
2786,12842,948
2787,12435,837
2788,12338,1138
2789,12435,1095
2790,12878,650
2791,13456,1282
2792,14202,1098
2793,14955,1356
2794,15196,858
2795,15296,1414
2796,15216,1303
2797,15214,1074
2798,15287,903
2799,15550,1046
2800,15883,1550
2801,16491,1429
2802,17002,1339
2803,17024,1443
2804,16693,1301
2805,16914,1136
2806,16463,880
2807,15380,1472
2808,14139,970
2809,13134,1172
2810,12466,1147
2811,12081,1124
2812,11894,1115
2813,11867,811
2814,12082,655
2815,12380,1014
2816,12821,1066
2817,14016,863
2818,14727,748
2819,15111,852
2820,15450,1306
2821,16005,977
2822,16788,1087
2823,17652,1495
2824,18681,1381
2825,19637,1577
2826,20455,1513
2827,20682,1609
2828,20217,1481
2829,20071,1459
2830,19059,1403
2831,17321,1517
2832,15681,972
2833,14292,1283
2834,13450,1006
2835,12956,741
2836,12677,785
2837,12876,805
2838,13841,948
2839,15586,940
2840,16381,1422
2841,16665,1350
2842,16996,1171
2843,17349,876
2844,17675,1728
2845,17946,1676
2846,18303,1414
2847,18807,1646
2848,19184,1312
2849,19775,1060
2850,20091,1560
2851,20131,1971
2852,19790,1642
2853,19962,1616
2854,19126,1273
2855,17390,1042
2856,15680,1136
2857,14466,1105
2858,13720,891
2859,13275,671
2860,13097,737
2861,13312,906
2862,14274,1110
2863,16030,1537
2864,16827,1304
2865,17272,1142
2866,17856,1661
2867,18674,1487
2868,19546,1503
2869,20585,1271
2870,21847,1446
2871,22867,1412
2872,23727,1824
2873,24502,1279
2874,24514,2187
2875,24192,2041
2876,23354,1918
2877,23029,2007
2878,21728,1911
2879,19527,1719
2880,17533,1656
2881,15957,1376
2882,14926,1382
2883,14281,1167
2884,13931,1135
2885,14005,1058
2886,14801,805
2887,16290,1611
2888,17248,1008
2889,17851,1663
2890,18637,1646
2891,19526,1298
2892,20430,1377
2893,21401,2074
2894,22484,1259
2895,23334,1746
2896,24319,1513
2897,24839,2120
2898,24873,1678
2899,24412,2117
2900,23518,1865
2901,23088,1240
2902,21816,1888
2903,19730,1795
2904,17713,1406
2905,16116,1417
2906,15090,1505
2907,14469,888
2908,14099,1032
2909,14134,1004
2910,14997,1255
2911,16673,1017
2912,17552,1340
2913,18167,1197
2914,18903,1102
2915,20009,1714
2916,21176,2012
2917,22114,1619
2918,23174,1524
2919,24015,2379
2920,24672,1592
2921,25078,1604
2922,25096,2161
2923,24699,2277
2924,23571,2004
2925,22923,1951
2926,21609,1286
2927,19427,1415
2928,17295,1629
2929,15639,998
2930,14673,999
2931,14079,803
2932,13707,1002
2933,13795,1350
2934,14676,1080
2935,16354,1018
2936,17280,1489
2937,17816,1565
2938,18473,1539
2939,19329,1067
2940,20170,1792
2941,21126,1578
2942,22086,1418
2943,22968,2263
2944,23469,2310
2945,23747,1192
2946,23828,1507
2947,23152,1737
2948,22142,1457
2949,21769,1890
2950,20839,1397
2951,19273,1776
2952,17565,1383
2953,16039,1325
2954,15066,1284
2955,14439,852
2956,14105,952
2957,14033,989
2958,14245,742
2959,14672,972
2960,15310,1401
2961,16526,1406
2962,17714,1285
2963,18885,1004
2964,20209,1622
2965,21379,1460
2966,22418,1653
2967,23218,1735
2968,23392,2239
2969,23039,2289
2970,22396,2223
2971,21150,1340
2972,20223,1173
2973,20071,1789
2974,19086,1522
2975,17705,1268
2976,16270,1388
2977,14962,1193
2978,14141,889
2979,13610,1068
2980,13289,928
2981,13119,834
2982,13247,995
2983,13547,1312
2984,14116,872
2985,15310,859
2986,16379,1406
2987,17096,1035
2988,17669,1516
2989,18260,1439
2990,18785,1840
2991,19270,1690
2992,19764,1853
2993,20109,1838
2994,20301,1181
2995,20153,1662
2996,19734,1590
2997,19751,1214
2998,19071,1293
2999,17559,1525
3000,15871,1105
3001,14568,1388
3002,13679,1211
3003,13195,1214
3004,12938,1291
3005,13139,942
3006,14161,958
3007,15819,1323
3008,16734,1476
3009,17176,1160
3010,17671,1691
3011,18500,1517
3012,19117,1084
3013,19812,1117
3014,20588,1042
3015,21249,1321
3016,21877,1390
3017,22502,1412
3018,22710,1706
3019,22515,1488
3020,21797,1675
3021,21388,1838
3022,20333,1851
3023,18232,1396
3024,16329,990
3025,14889,988
3026,14042,1008
3027,13531,1093
3028,13258,1123
3029,13455,1230
3030,14351,1005
3031,15948,834
3032,16820,1281
3033,17265,1240
3034,17765,1751
3035,18583,1847
3036,19424,1081
3037,20259,1582
3038,21153,1667
3039,21810,1185
3040,22489,1568
3041,23047,1898
3042,23220,1522
3043,22874,1346
3044,22101,1725
3045,21829,1821
3046,20784,1174
3047,18794,1723
3048,16829,1274
3049,15335,906
3050,14464,1347
3051,13923,791
3052,13626,855
3053,13722,1363
3054,14627,1215
3055,16279,1333
3056,17177,1221
3057,17691,1253
3058,18418,1094
3059,19352,1622
3060,20287,1612
3061,21282,1354
3062,22495,1216
3063,23278,1646
3064,23795,2024
3065,24496,2209
3066,24557,1737
3067,24090,2042
3068,23218,1561
3069,22620,1391
3070,21574,1702
3071,19457,992
3072,17396,881
3073,15855,988
3074,14895,803
3075,14216,1319
3076,13841,834
3077,13974,1190
3078,14814,1310
3079,16343,1007
3080,17330,1006
3081,18044,1718
3082,18874,1606
3083,19811,1814
3084,20642,1316
3085,21411,2005
3086,22055,1582
3087,22669,2084
3088,23025,1993
3089,23198,1329
3090,22888,1396
3091,22353,1325
3092,21623,1357
3093,21535,1732
3094,20692,1651
3095,18883,1761
3096,16991,1203
3097,15579,1489
3098,14713,1406
3099,14149,1138
3100,13897,697
3101,13996,752
3102,14840,1078
3103,16454,938
3104,17340,1119
3105,17858,1733
3106,18395,1250
3107,19036,955
3108,19514,1098
3109,19940,1040
3110,20495,1878
3111,20994,2001
3112,21336,1746
3113,21959,2043
3114,21979,1361
3115,21701,1635
3116,20964,1864
3117,20690,1675
3118,20053,1676
3119,18598,1496
3120,17003,1243
3121,15577,996
3122,14639,1218
3123,13987,969
3124,13615,873
3125,13517,1214
3126,13701,1320
3127,14006,1086
3128,14718,990
3129,16003,874
3130,17144,1388
3131,18118,990
3132,18783,1870
3133,19379,1873
3134,19775,1743
3135,20005,1855
3136,20111,1275
3137,20072,1802
3138,19999,1296
3139,19566,1381
3140,19059,1777
3141,19006,1210
3142,18435,1536
3143,17337,911
3144,16070,1085
3145,14872,1041
3146,14038,1394
3147,13481,1336
3148,13160,1010
3149,13036,1115
3150,13188,1179
3151,13469,805
3152,14195,1263
3153,15522,1087
3154,16537,1604
3155,16983,1610
3156,17327,1143
3157,17668,985
3158,17843,1571
3159,18084,1102
3160,18289,1529
3161,18489,1207
3162,18697,1397
3163,18816,1775
3164,18702,1414
3165,19022,1150
3166,18586,1285
3167,17272,1410
3168,15805,1368
3169,14517,974
3170,13861,772
3171,13424,778
3172,13268,1165
3173,13536,1315
3174,14558,1383
3175,16341,1513
3176,17329,1000
3177,17855,927
3178,18533,1644
3179,19243,978
3180,19804,1186
3181,20321,1060
3182,20785,1644
3183,21036,1375
3184,21387,2028
3185,21776,2135
3186,21779,1995
3187,21444,1485
3188,20590,1781
3189,20117,1557
3190,19203,1150
3191,17305,1651
3192,15475,1088
3193,14133,1213
3194,13464,767
3195,12889,1134
3196,12779,1144
3197,12985,1071
3198,13920,1109
3199,15508,1275
3200,16310,1011
3201,16495,1351
3202,16640,1576
3203,17004,1566
3204,17123,1532
3205,17237,1232
3206,17495,1233
3207,17795,1079
3208,17944,1563
3209,18301,1803
3210,18488,1042
3211,18538,1008
3212,18295,1670
3213,18357,1413
3214,17819,1465
3215,16254,1617
3216,14697,1146
3217,13586,994
3218,13103,1166
3219,12813,714
3220,12752,922
3221,13054,1112
3222,14125,1219
3223,15864,1502
3224,16602,1642
3225,16654,1452
3226,16662,1504
3227,16778,1512
3228,16924,1574
3229,17215,1081
3230,17478,938
3231,17727,1521
3232,18072,1457
3233,18480,1601
3234,18605,1065
3235,18613,1227
3236,18342,1173
3237,18540,1170
3238,18039,947
3239,16461,1387
3240,14907,1129
3241,13767,1219
3242,13173,948
3243,12847,721
3244,12739,1210
3245,12991,763
3246,13964,844
3247,15551,1477
3248,16410,1238
3249,16664,1095
3250,17016,1083
3251,17458,1728
3252,17960,1701
3253,18509,1169
3254,19246,1624
3255,19929,1832
3256,20609,1060
3257,21558,1455
3258,21881,1905
3259,21977,1517
3260,21363,1190
