Hour,Demand,Reserves
4828,17750,1510
4829,17300,1190
4830,17163,1232
4831,17046,1170
4832,18013,1693
4833,20173,1653
4834,22519,2153
4835,24716,1532
4836,26515,2403
4837,28151,1526
4838,29459,2162
4839,30427,2998
4840,31165,2121
4841,31657,2519
4842,31772,1828
4843,31387,1705
4844,30359,2510
4845,29064,1474
4846,27927,1630
4847,25804,2544
4848,23728,1637
4849,21873,1179
4850,20518,2020
4851,19512,1405
4852,18801,1672
4853,18594,1606
4854,19122,1496
4855,20083,1161
4856,21520,1358
4857,23064,2234
4858,24855,1619
4859,26986,2580
4860,28805,2324
4861,30341,2281
4862,31453,2799
4863,31801,2952
4864,32147,1866
4865,31915,1656
4866,31454,2967
4867,30539,2687
4868,29300,2498
4869,28103,1838
4870,26831,1443
4871,24693,1680
4872,22578,1782
4873,20889,1365
4874,19725,1738
4875,18932,1197
4876,18421,1424
4877,18268,1386
4878,18869,1500
4879,19907,1376
4880,20904,1763
4881,21918,1695
4882,22966,1289
4883,24151,1381
4884,25114,2460
4885,25688,2050
4886,25932,2257
4887,25312,1760
4888,24340,2379
4889,23542,1287
4890,22902,1322
4891,22319,1965
4892,21603,2102
4893,21006,2062
4894,20452,1675
4895,19036,1853
4896,17442,1123
4897,16120,1445
4898,15290,1058
4899,14750,800
4900,14437,1080
4901,14506,1212
4902,15196,1191
4903,16275,1356
4904,17255,1207
4905,18136,1234
4906,19037,1469
4907,20199,1167
4908,21359,1182
4909,22441,1157
4910,23649,2189
4911,24638,1254
4912,25467,1601
4913,26087,2589
4914,26282,1551
4915,25993,1977
4916,24903,1458
4917,23520,1703
4918,22484,1612
4919,20470,1325
4920,18385,1134
4921,16777,941
4922,15737,1480
4923,14997,871
4924,14582,1194
4925,14562,851
4926,15198,1192
4927,16199,1070
4928,17233,1010
4929,18374,1801
4930,19617,1791
4931,21035,1535
4932,22446,2009
4933,23823,2106
4934,25107,1893
4935,26118,1406
4936,26894,1885
4937,27368,1594
4938,27308,2246
4939,26904,2206
4940,25695,1340
4941,24318,1479
4942,23185,2303
4943,21147,1850
4944,19050,1463
4945,17370,1052
4946,16251,830
4947,15494,1112
4948,15072,986
4949,15033,1183
4950,15622,924
4951,16504,1081
4952,17466,1721
4953,18657,1378
4954,20006,1113
4955,21611,1715
4956,23153,1175
4957,24304,2359
4958,25386,1614
4959,26149,1495
4960,26699,1693
4961,27062,1512
4962,26840,1652
4963,26282,2391
4964,24989,1993
4965,23717,1769
4966,22623,1432
4967,20724,1884
4968,18743,1098
4969,17067,1283
4970,15899,1148
4971,15141,1429
4972,14594,785
4973,14394,1421
4974,14408,882
4975,14541,1126
4976,15189,1177
4977,16647,881
4978,18412,1004
4979,20199,1619
4980,21911,1664
4981,23430,1716
4982,24664,1346
4983,25590,1503
4984,26263,1608
4985,26798,2386
4986,26903,2667
4987,26426,1558
4988,25189,1791
4989,23817,1727
4990,22632,1828
4991,20776,1283
4992,18841,1320
4993,17165,1273
4994,15965,1248
4995,15115,886
4996,14487,903
4997,14160,1402
4998,14117,811
4999,14088,925
5000,14759,740
5001,16411,1388
5002,18328,1284
5003,20199,1292
5004,22111,1964
5005,23978,1699
5006,25453,2003
5007,26532,2644
5008,27236,2634
5009,27629,2374
5010,27850,1650
5011,27365,1839
5012,26246,2238
5013,24916,1285
5014,23818,1631
5015,21721,2111
5016,19544,1758
5017,17831,1653
5018,16545,1621
5019,15741,1003
5020,15283,1027
5021,15289,1434
5022,15971,1137
5023,17036,930
5024,18243,1144
5025,19620,1111
5026,21377,1227
5027,23532,1538
5028,25666,2119
5029,27525,1521
5030,28971,2196
5031,29873,1610
5032,30502,1981
5033,30751,2050
5034,30671,2977
5035,30063,2624
5036,28744,2842
5037,27141,1506
5038,25633,2305
5039,23144,1922
5040,20751,1215
5041,18882,992
5042,17594,1746
5043,16644,881
5044,16055,856
5045,15924,1174
5046,16528,1410
5047,17510,1238
5048,18540,1311
5049,19870,1248
5050,21502,1685
5051,23553,1749
5052,25531,1678
5053,27475,1638
5054,29056,1893
5055,30243,2959
5056,30933,2252
5057,31186,2012
5058,30830,1904
5059,29993,1688
5060,28594,2190
5061,27229,2197
5062,25872,2224
5063,23610,1565
5064,21440,1770
5065,19642,1913
5066,18323,1287
5067,17449,1226
5068,16893,1380
5069,16794,907
5070,17440,1063
5071,18472,1827
5072,19487,1822
5073,20770,1102
5074,22186,1796
5075,23871,1351
5076,25551,2147
5077,27078,2617
5078,28701,1896
5079,29984,2355
5080,30608,1653
5081,30404,2505
5082,29662,2062
5083,28812,2224
5084,27393,1549
5085,26242,2013
5086,25056,1535
5087,22906,1501
5088,20761,2067
5089,19063,1831
5090,17804,1695
5091,16939,1336
5092,16417,1180
5093,16347,834
5094,16941,1261
5095,17996,1487
5096,18982,1033
5097,20268,1283
5098,21924,1244
5099,24060,1308
5100,26277,2372
5101,28293,2027
5102,29880,1547
5103,30593,1738
5104,30479,2258
5105,29942,2894
5106,28942,2874
5107,27528,1823
5108,25943,1807
5109,24931,1935
5110,23344,1218
5111,21646,1683
5112,19746,1306
5113,18251,1795
5114,17199,1368
5115,16518,1467
5116,16133,1535
5117,16134,1154
5118,16698,1361
5119,17771,1441
5120,18636,1313
5121,19556,1223
5122,20586,1428
5123,21784,1552
5124,23127,1218
5125,24476,2087
5126,25650,1302
5127,26540,2592
5128,27373,2140
5129,27338,2059
5130,26999,2601
5131,25754,1747
5132,24607,1797
5133,23672,1871
5134,22750,2204
5135,21251,2030
5136,19571,1012
5137,18038,1064
5138,17016,1648
5139,16266,950
5140,15802,1422
5141,15582,841
5142,15659,881
5143,15880,875
5144,16414,1184
5145,17654,1296
5146,18976,1650
5147,20382,1900
5148,21867,1957
5149,23290,1562
5150,24546,1632
5151,25490,1627
5152,26376,2488
5153,26997,1500
5154,27198,2001
5155,26682,2524
5156,25498,2152
5157,24456,2208
5158,23322,2111
5159,21622,1734
5160,19871,1790
5161,18256,1700
5162,17010,1202
5163,16203,1392
5164,15635,1014
5165,15291,892
5166,15279,1257
5167,15395,1255
5168,16019,1447
5169,17671,1382
5170,19525,1171
5171,21359,1141
5172,23098,1419
5173,24580,1832
5174,25562,1475
5175,25988,1483
5176,25800,1614
5177,25196,2235
5178,24690,2447
5179,24085,1456
5180,23193,1682
5181,22658,1397
5182,21876,2057
5183,20346,1919
5184,18679,1675
5185,17283,966
5186,16384,1051
5187,15771,1384
5188,15486,1264
5189,15671,1015
5190,16484,1574
5191,17852,1739
5192,18823,1589
5193,19712,1163
5194,20618,1068
5195,21755,1925
5196,22889,1590
5197,24133,1872
5198,25632,1863
5199,26551,1949
5200,27123,1414
5201,27242,2168
5202,27041,1411
5203,26504,2437
5204,25600,2337
5205,24667,2395
5206,23612,1879
5207,21639,1413
5208,19633,1929
5209,18031,1017
5210,16911,1058
5211,16250,1285
5212,15790,1540
5213,15814,1131
5214,16533,989
5215,17706,1462
5216,18621,1451
5217,19820,1522
5218,21229,1706
5219,23192,2061
5220,25199,2212
5221,26981,2686
5222,28476,2386
5223,29540,2488
5224,30140,2144
5225,30323,2432
5226,30155,2914
5227,29573,2626
5228,28319,1590
5229,27250,2514
5230,25900,2338
5231,23648,1850
5232,21555,1456
5233,19825,1081
5234,18589,935
5235,17718,1230
5236,17222,1206
5237,17151,1143
5238,17785,1487
5239,18920,960
5240,19892,1790
5241,21274,2064
5242,22942,1944
5243,24904,1349
5244,26772,2611
5245,28196,2814
5246,29291,2306
5247,29901,1825
5248,30377,1687
5249,30944,2810
5250,30980,2982
5251,30465,2485
5252,29188,1686
5253,27846,1761
5254,26329,1917
5255,23915,1861
5256,21683,1495
5257,19849,1815
5258,18532,1633
5259,17574,1378
5260,16993,1381
5261,16804,972
5262,17361,1454
5263,18407,1364
5264,19465,1710
5265,20828,1104
5266,22529,1750
5267,24559,1666
5268,26413,1671
5269,28116,1581
5270,29499,2080
5271,30367,1957
5272,30903,1774
5273,31231,2073
5274,31009,1941
5275,30490,1713
5276,29162,2458
5277,27849,1730
5278,26209,1742
5279,23879,1927
5280,21541,2038
5281,19592,1092
5282,18260,1529
5283,17316,1548
5284,16770,958
5285,16643,1139
5286,17128,1308
5287,18038,1193
5288,18970,1489
5289,20394,1787
5290,22190,1951
5291,24310,1738
5292,26298,2420
5293,28196,1826
5294,29699,1828
5295,30706,2963
5296,31402,2330
5297,31692,2983
5298,31839,1672
5299,31241,3048
5300,29730,1765
5301,28138,1570
5302,26544,1866
5303,24269,2211
5304,22043,1416
5305,20146,1925
5306,18740,1247
5307,17688,1680
5308,16986,1340
5309,16545,1408
5310,16562,1188
5311,16697,1422
5312,17266,1255
5313,18835,1273
5314,20685,1409
5315,22488,1670
5316,24093,1613
5317,25420,2455
5318,26599,1456
5319,27408,2055
5320,27913,1670
5321,28163,2201
5322,28334,1499
5323,27832,1621
5324,26752,1958
5325,25766,1896
5326,24622,1742
5327,22925,2278
5328,21131,1226
5329,19491,1743
5330,18297,1654
5331,17392,990
5332,16773,1654
5333,16365,1506
5334,16245,1384
5335,16226,1366
5336,16726,1207
5337,18358,1063
5338,20254,1206
5339,21997,1277
5340,23584,1261
5341,25069,2195
5342,26376,1756
5343,27412,2027
5344,28259,2235
5345,28799,2638
5346,29083,1605
5347,28718,1772
5348,27517,2646
5349,26486,1934
5350,25022,2457
5351,22938,2053
5352,20861,1613
5353,19146,1914
5354,17971,1328
5355,17138,1447
5356,16643,1066
5357,16650,1483
5358,17378,1233
5359,18612,1623
5360,19650,1353
5361,20953,1966
5362,22646,1792
5363,24672,1853
5364,26713,2317
5365,28315,2544
5366,29646,1823
5367,30578,2146
5368,31063,2095
5369,31265,2554
5370,31147,2522
5371,30526,1664
5372,29311,1733
5373,28371,2178
5374,26859,2221
5375,24555,1386
5376,22361,2227
5377,20663,1304
5378,19481,1801
5379,18726,1180
5380,18286,1746
5381,18224,963
5382,18977,1329
5383,20224,1651
5384,21186,1512
5385,22613,1591
5386,24495,1661
5387,26872,2265
5388,29176,1701
5389,31149,1783
5390,32614,2009
5391,33100,3135
5392,32926,2445
5393,31862,1841
5394,30852,2023
5395,29552,1723
5396,28331,1748
5397,27502,2162
5398,26145,1791
5399,24032,1745
5400,22126,1677
5401,20547,1795
5402,19435,1015
5403,18648,937
5404,18210,1782
5405,18214,1684
5406,18951,1149
5407,20232,1080
5408,20956,1888
5409,21867,2066
5410,23350,1395
5411,25216,2334
5412,27209,1509
5413,29196,1526
5414,30784,2078
5415,31853,1617
5416,32134,2073
5417,31818,1805
5418,31436,1897
5419,30566,2848
5420,29228,2481
5421,28078,1524
5422,26612,2345
5423,24371,2266
5424,22354,1623
5425,20594,1113
5426,19298,1270
5427,18397,1322
5428,17851,1570
5429,17778,1281
5430,18428,1362
5431,19650,1759
5432,20550,1611
5433,21405,1448
5434,22501,1268
5435,24149,1537
5436,25811,1705
5437,27612,2282
5438,29225,2439
5439,30290,2772
5440,31067,1938
5441,31473,2474
5442,31348,2010
5443,30789,2607
5444,29509,1637
5445,28455,2086
5446,26880,1784
5447,24565,2253
5448,22427,2026
5449,20545,1087
5450,19239,1104
5451,18313,972
5452,17755,1124
5453,17601,1678
5454,18117,1666
5455,19241,985
5456,20080,1815
5457,21195,1197
5458,22737,2037
5459,24473,1933
5460,26310,2265
5461,27838,2365
5462,29078,2673
5463,29889,2569
5464,30255,1760
5465,30297,2659
5466,30018,2138
5467,29381,1565
5468,28037,2658
5469,27012,2641
5470,25800,2232
5471,23849,1627
5472,21801,2153
5473,19955,1982
5474,18700,1160
5475,17787,997
5476,17156,977
5477,16852,1116
5478,16895,1323
5479,17174,1280
5480,17645,1051
5481,19088,1546
5482,20852,1092
5483,22919,1552
5484,24984,2292
5485,26734,1497
5486,27906,2571
5487,28305,2212
5488,28391,1733
5489,28101,2261
5490,27624,2619
5491,26716,1603
5492,25592,2337
5493,24878,2116
5494,23752,2059
5495,22065,1213
5496,20288,1885
5497,18711,1038
5498,17635,1703
5499,16830,1112
5500,16284,1527
5501,15964,990
5502,15919,801
5503,16141,1598
5504,16595,1071
5505,18167,1600
5506,20123,1572
5507,22089,1408
5508,24177,1660
5509,26228,2061
5510,27815,1537
5511,29117,2522
5512,29798,2503
5513,30176,2474
5514,30269,2570
5515,29650,2481
5516,28412,2663
5517,27506,1598
5518,26005,2463
5519,23912,1243
5520,21768,1259
5521,20072,1728
5522,18887,1649
5523,18108,1193
5524,17624,1036
5525,17583,977
5526,18379,1669
5527,19823,1043
5528,20735,1182
5529,22114,1966
5530,23991,2199
5531,26290,2450
5532,28732,1620
5533,30812,1662
5534,32083,2559
5535,32567,1683
5536,32090,2691
5537,30902,1810
5538,29471,1574
5539,28093,2523
5540,26800,1639
5541,26095,2233
5542,24632,2365
5543,22590,2024
5544,20602,1678
5545,19069,1281
5546,18046,1034
5547,17317,1452
5548,16948,1370
5549,16990,1092
5550,17801,1411
5551,19362,1529
5552,20203,1741
5553,21137,1223
5554,22443,1968
5555,24133,1860
5556,25775,2470
5557,27285,1415
5558,28418,1746
5559,28996,2763
5560,29379,2350
5561,29396,2127
5562,29182,2144
5563,28586,2778
5564,27621,1427
5565,27072,2556
5566,25609,2160
5567,23528,1341
5568,21459,1384
5569,19763,1475
5570,18606,1089
5571,17870,1615
5572,17495,1285
5573,17535,1088
5574,18323,1166
5575,19981,1319
5576,20792,1930
5577,21635,1345
5578,22727,1839
5579,24266,1450
5580,26102,1373
5581,27876,2598
5582,29860,2478
5583,31178,2538
5584,32044,2530
5585,32256,2461
5586,31768,2492
5587,30409,2340
5588,28829,2265
5589,27803,1846
5590,26179,1604
5591,23825,1865
5592,21720,1265
5593,20012,1633
5594,18836,1492
5595,18009,1149
5596,17489,970
5597,17484,1118
5598,18265,1741
5599,19754,1134
5600,20609,1071
5601,21850,1403
5602,23586,1372
5603,25740,1489
5604,28112,2741
5605,30108,2969
5606,31593,1951
5607,31944,2382
5608,31741,3130
5609,30702,2102
5610,29412,1522
5611,28368,1804
5612,27083,2692
5613,26404,2403
5614,24920,1414
5615,22943,1172
5616,20997,1144
5617,19503,1520
5618,18442,1360
5619,17758,1455
5620,17327,1675
5621,17338,933
5622,18068,1077
5623,19460,1532
5624,20264,1482
5625,21397,1643
5626,22916,2253
5627,24829,1831
5628,26755,2152
5629,28456,2059
5630,29908,1764
5631,30884,2770
5632,31041,2060
5633,30585,1834
5634,29851,2109
5635,28332,2530
5636,26675,2085
5637,25554,1611
5638,23949,1356
5639,22184,1703
5640,20369,1745
5641,18861,988
5642,17745,1337
5643,16918,964
5644,16385,1345
5645,16071,1187
5646,16116,1280
5647,16419,1054
5648,16769,1299
5649,17642,1511
5650,18442,1061
5651,19059,1635
5652,19327,1343
5653,19446,1847
5654,19406,1650
5655,19279,1640
5656,19168,1443
5657,19013,1784
5658,18839,1303
5659,18567,1746
5660,18343,1633
5661,18508,1632
5662,17920,948
5663,16914,1228
5664,15789,1287
5665,14739,1267
5666,13977,752
5667,13541,1196
5668,13265,925
5669,13210,1289
5670,13339,959
5671,13694,1260
5672,14117,1126
5673,15227,1222
5674,16198,1150
5675,16786,1166
5676,17376,1040
5677,18013,1678
5678,18456,1631
5679,19017,1490
5680,19448,1347
5681,19937,1125
5682,20184,1644
5683,20179,1451
5684,19983,1433
5685,20213,1486
5686,19383,1613
5687,17828,1589
5688,16278,1263
5689,15075,761
5690,14375,1001
5691,13954,946
5692,13676,718
5693,13894,1030
5694,14963,1392
5695,16748,1505
5696,17411,1312
5697,17995,1581
5698,18728,1653
5699,19612,1559
5700,20655,1825
5701,21627,1210
5702,22529,2190
5703,23108,1708
5704,23453,1767
5705,23723,1387
5706,23609,2190
5707,23322,2170
5708,22759,2197
5709,22695,1451
5710,21456,1492
5711,19641,1234
5712,17834,1092
5713,16516,1403
5714,15750,1234
5715,15242,1351
5716,15006,933
5717,15172,1211
5718,16135,824
5719,17950,1568
5720,18635,1031
5721,19000,1331
5722,19465,1112
5723,20098,1480
5724,20733,2005
5725,21480,1557
5726,22179,1542
5727,22772,1750
5728,23187,1577
5729,23511,1848
5730,23653,2045
5731,23610,1452
5732,23254,2325
5733,23276,2319
5734,22145,1243
5735,20340,1476
5736,18509,1439
5737,17146,1378
5738,16345,1348
5739,15796,1466
5740,15474,1039
5741,15643,1253
5742,16601,1091
5743,18486,1230
5744,19220,1321
5745,19844,1114
5746,20735,2047
5747,22054,1384
5748,23435,2240
5749,24901,1741
5750,26230,1777
5751,27353,2080
5752,28274,1833
5753,28974,2742
5754,28926,2165
5755,28402,2677
5756,27044,2248
5757,26029,2057
5758,24128,2355
5759,21661,1792
5760,19346,1325
5761,17592,1351
5762,16425,1295
5763,15593,1513
5764,15102,1171
5765,15055,1494
5766,15814,1391
5767,17377,1046
5768,17920,975
5769,18583,1629
5770,19666,1958
5771,20853,1218
5772,21935,1677
5773,22934,1193
5774,24187,1943
5775,25318,1417
5776,26273,2565
5777,26911,1652
5778,26936,1992
5779,26356,2483
5780,24835,1378
5781,23866,1533
5782,22155,1354
5783,19947,1179
5784,17876,1693
5785,16295,829
5786,15263,1462
5787,14598,1034
5788,14294,1011
5789,14292,757
5790,15083,1423
5791,16603,1446
5792,17193,1047
5793,17947,1020
5794,19088,1567
5795,20410,1364
5796,21752,1860
5797,23143,2230
5798,24532,1612
5799,25730,1631
5800,26786,1772
5801,27426,1826
5802,27591,2608
5803,26715,2154
5804,24939,1530
5805,23745,1537
5806,22029,1461
5807,20155,1744
5808,18200,1161
5809,16591,1545
5810,15459,793
5811,14678,1041
5812,14185,1351
5813,13932,743
5814,13983,931
5815,14267,1319
5816,14650,1410
5817,15994,1287
5818,17707,1574
5819,19587,1090
5820,21393,1973
5821,22999,1371
5822,24430,2379
5823,25535,1574
5824,26383,1613
5825,26995,1846
5826,27065,2074
5827,26258,1771
5828,24685,2221
5829,23601,2075
5830,22012,1577
5831,20139,1157
5832,18299,984
5833,16744,1483
5834,15616,1201
5835,14820,1012
5836,14274,993
5837,13959,948
5838,13892,1205
5839,14081,1067
5840,14435,1042
5841,15932,841
5842,17651,1320
5843,19193,1098
5844,20646,1061
5845,22019,1317
5846,23191,1573
5847,24125,1938
5848,24809,1346
5849,25266,2121
5850,25234,1818
5851,24489,2119
5852,23243,1378
5853,22540,1693
5854,21265,1349
5855,19665,1249
5856,18009,1184
5857,16605,853
5858,15583,1498
5859,14919,963
5860,14500,1391
5861,14390,888
5862,14589,999
5863,14963,1174
5864,15153,888
5865,16359,1471
5866,18225,1765
5867,20313,1257
5868,22269,1854
5869,23964,2186
5870,25274,2213
5871,26335,2572
5872,27173,2712
5873,27748,2017
5874,27956,2203
5875,27348,1600
5876,26165,1486
5877,25368,1441
5878,23489,1254
5879,21095,1600
5880,18984,1540
5881,17378,1382
5882,16231,1540
5883,15516,1289
5884,15084,1313
5885,15145,1507
5886,16092,969
5887,17896,1755
5888,18687,1804
5889,19807,1531
5890,21365,2049
5891,23241,2305
5892,25179,1836
5893,26986,2270
5894,28569,2304
5895,29528,1655
5896,30129,2396
5897,30548,2684
5898,30584,2879
5899,30089,1875
5900,28917,1666
5901,27898,2275
5902,25772,1463
5903,23198,1263
5904,20941,1672
5905,19135,1484
5906,17912,1397
5907,17050,1220
5908,16499,1130
5909,16495,1454
5910,17281,974
5911,19039,1275
5912,19684,1205
5913,20410,2014
5914,21651,1866
5915,23309,1747
5916,25201,1894
5917,26920,1585
5918,28418,2098
5919,29559,1522
5920,30106,2899
5921,30193,2969
5922,29855,2359
5923,29068,2651
5924,27992,2027
5925,27252,2414
5926,25458,1902
5927,23210,1650
5928,21160,1087
5929,19589,1048
5930,18456,1016
5931,17692,1563
5932,17301,1665
5933,17315,1565
5934,18147,1356
5935,19689,1598
5936,20461,1902
5937,21045,1991
5938,21870,1417
5939,22736,2217
5940,23536,2159
5941,23857,1513
5942,24547,2186
5943,25051,2243
5944,25033,1925
5945,25149,1783
5946,24933,1861
5947,24428,1321
5948,23850,1562
5949,23600,2182
5950,22410,1195
5951,20704,1848
5952,19034,1792
5953,17711,1698
5954,16761,1441
5955,16065,1142
5956,15638,930
5957,15493,1197
5958,15998,1580
5959,17326,1218
5960,17951,1573
5961,18708,972
5962,19948,1450
5963,21385,1158
5964,22768,2142
5965,24216,2269
5966,25655,1284
5967,26842,1578
5968,27726,2202
5969,28374,1981
5970,28316,2358
5971,27309,2453
5972,25483,2150
5973,24272,1464
5974,22490,1940
5975,20663,1903
5976,18788,1459
5977,17142,1403
5978,16059,1365
5979,15283,988
5980,14779,891
5981,14540,1440
5982,14635,805
5983,14980,1061
5984,15377,1022
5985,16766,872
5986,18618,1452
5987,20776,1050
5988,22818,1197
5989,24573,1757
5990,26099,1828
5991,27228,1531
5992,28052,2505
5993,28511,2419
5994,28470,2244
5995,27567,2548
5996,26065,1507
5997,25017,1729
5998,23285,1643
5999,21391,1768
6000,19539,1349
6001,17915,1578
6002,16661,1169
6003,15837,1250
6004,15182,1168
6005,14867,1352
6006,14742,1073
6007,15115,1186
6008,15334,1137
6009,16792,1380
6010,18524,1416
6011,20165,1866
6012,21952,1162
6013,23901,2384
6014,25731,1310
6015,27234,1510
6016,28266,2202
6017,28942,1453
6018,29164,2404
6019,28514,2043
6020,27254,2496
6021,26362,2350
6022,24366,2241
6023,22111,1666
6024,20063,1345
6025,18442,1623
6026,17305,1694
6027,16563,1469
6028,16151,1505
6029,16267,1601
6030,17217,907
6031,19114,1492
6032,19941,1009
6033,20610,1799
6034,21614,2116
6035,23130,1710
6036,24884,2315
6037,26719,1581
6038,28434,1958
6039,29729,1595
6040,30593,2273
6041,30758,2691
6042,30631,2554
6043,30151,1541
6044,28884,2466
6045,27870,1906
6046,25729,1754
6047,23206,2231
6048,21009,1508
6049,19294,1806
6050,18078,1235
6051,17280,1153
6052,16804,1221
6053,16793,1123
6054,17719,1191
6055,19514,1924
6056,20244,1508
6057,20824,1831
6058,21894,2106
6059,23504,1988
6060,25315,1818
6061,27111,1639
6062,28769,1938
6063,29917,2134
6064,30768,3062
6065,31013,2903
6066,30709,2907
6067,30009,1646
6068,28813,2509
6069,27813,1912
6070,25744,1657
6071,23291,1565
6072,21140,1238
6073,19367,1053
6074,18151,1484
6075,17235,1443
6076,16774,1525
6077,16752,1382
6078,17527,1548
6079,19350,1795
6080,20079,1061
6081,20716,1952
6082,21845,1671
6083,23635,1589
6084,25731,1572
6085,27772,2721
6086,29641,1988
6087,30917,2821
6088,31521,2647
6089,31858,2190
6090,31726,2863
6091,31082,2615
6092,29852,2097
6093,28686,1691
6094,26484,2629
6095,24031,2220
6096,21736,1375
6097,20059,1810
6098,18728,954
6099,17818,1117
6100,17237,1017
6101,17110,1485
6102,17949,1303
6103,19586,1064
6104,20186,1816
6105,20930,1749
6106,22514,1512
6107,24596,1387
6108,27082,1833
6109,29171,2388
6110,31108,2180
6111,31999,2448
6112,32219,2981
6113,32210,2838
6114,31842,2834
6115,31410,2081
6116,30313,2050
6117,29307,1815
6118,27185,1560
6119,24734,2248
6120,22481,1984
6121,20669,1667
6122,19364,1727
6123,18427,1347
6124,17788,1730
6125,17645,1504
6126,18344,1535
6127,19964,1357
6128,20583,2037
6129,21222,1410
6130,22483,1919
6131,24161,2271
6132,25756,2226
6133,27107,2067
6134,28075,2288
6135,28399,1975
6136,28079,1550
6137,27463,1751
6138,26331,1630
6139,25008,2363
6140,24326,1267
6141,23654,1429
6142,22476,1163
6143,21063,1991
6144,19535,1689
6145,18136,1554
6146,17188,1711
6147,16532,1443
6148,16078,900
6149,15927,1086
6150,16088,898
6151,16579,1649
6152,17097,1501
6153,17969,1230
6154,19107,1487
6155,20223,1199
6156,21308,1922
6157,22450,2162
6158,23497,1868
6159,24380,2225
6160,25037,1730
6161,25449,1295
6162,25425,2411
6163,24723,1992
6164,23945,1441
6165,23235,1326
6166,21816,2171
6167,20250,1571
6168,18714,1160
6169,17273,1617
6170,16195,827
6171,15508,981
6172,15047,819
6173,14770,1379
6174,14798,903
6175,15142,1165
6176,15597,907
6177,17024,1425
6178,18864,1631
6179,20646,1560
6180,22288,1938
6181,23853,2151
6182,25178,2502
6183,26196,2364
6184,26918,2231
6185,27499,2626
6186,27683,1679
6187,27021,1468
6188,25918,2572
6189,24993,2238
6190,23094,1665
6191,21013,1616
6192,19043,1646
6193,17487,1591
6194,16483,1412
6195,15789,1557
6196,15451,1224
6197,15549,1106
6198,16520,1503
6199,18388,1678
6200,19089,1303
6201,19767,1159
6202,21120,1932
6203,22782,1972
6204,24934,1500
6205,26536,2435
6206,28181,2704
6207,29378,2755
6208,30213,2513
6209,30644,1952
6210,30485,1764
6211,29475,2598
6212,28102,1801
6213,26798,2239
6214,24554,2374
6215,22126,1527
6216,19931,1991
6217,18216,1610
6218,17091,1033
6219,16267,861
6220,15809,868
6221,15875,1276
6222,16705,1434
6223,18492,1622
6224,19087,1158
6225,19733,1937
6226,20914,1787
6227,22626,1869
6228,24495,1639
6229,26360,2038
6230,28027,2060
6231,29197,2659
6232,29965,2727
6233,29953,1587
6234,29623,2906
6235,28543,2567
6236,27592,2633
6237,26581,1957
6238,24630,1242
6239,22380,2187
6240,20247,1349
6241,18614,1410
6242,17578,1408
6243,16784,1523
6244,16353,1369
6245,16250,1399
6246,16967,1532
6247,18620,1452
6248,19127,965
6249,19330,1719
6250,19663,1461
6251,20304,1241
6252,20724,1242
6253,21292,1865
6254,21825,1615
6255,22305,1438
6256,22742,1972
6257,23005,1337
6258,22894,1454
6259,22304,1777
6260,21880,1636
6261,21462,2093
6262,20160,1153
6263,18452,1177
6264,16779,1077
6265,15501,853
6266,14702,1222
6267,14215,1209
6268,13902,912
6269,14014,1337
6270,14880,837
6271,16612,1207
6272,17177,963
6273,17405,1152
6274,17796,1649
6275,18336,1370
6276,18774,1858
6277,19224,1037
6278,19751,1717
6279,20191,1365
6280,20676,1640
6281,21065,1332
6282,21078,1295
6283,20489,1969
6284,20122,1872
6285,19853,1497
6286,18602,1503
6287,17014,1055
6288,15485,1102
6289,14366,1394
6290,13708,992
6291,13296,1189
6292,13122,778
6293,13278,1035
6294,14150,1289
6295,15791,1074
6296,16320,999
6297,16658,1590
6298,17069,1394
6299,17594,907
6300,18049,1058
6301,18602,1626
6302,19395,977
6303,20175,1647
6304,20956,1957
6305,21673,1360
6306,21819,1420
6307,21079,1967
6308,20170,1682
6309,19528,1948
6310,18357,993
6311,17075,1699
6312,15598,1205
6313,14477,1139
6314,13688,908
6315,13184,781
6316,12889,944
6317,12919,1180
6318,13126,998
6319,13613,928
6320,14040,952
6321,15010,1252
6322,16123,1315
6323,17171,1078
6324,18265,1120
6325,19485,1459
6326,20873,1548
6327,22182,2159
6328,23143,1847
6329,24048,1278
6330,24184,2038
6331,23377,1680
6332,22282,1940
6333,21346,1128
6334,19877,1673
6335,18358,1413
6336,16732,1162
6337,15388,1401
6338,14423,1254
6339,13751,1008
6340,13350,1299
6341,13144,813
6342,13199,1031
6343,13475,1075
6344,13790,1208
6345,15005,1378
6346,16408,1318
6347,17803,1366
6348,19375,1149
6349,21101,1617
6350,22727,1398
6351,24068,1432
6352,25000,1813
6353,25671,2295
6354,25788,1653
6355,24914,1282
6356,23920,1870
6357,22917,1345
6358,21152,1408
6359,19181,1419
6360,17280,1574
6361,15841,832
6362,14855,1252
6363,14221,884
6364,13844,788
6365,13995,1018
6366,14962,1095
6367,16731,976
6368,17396,1613
6369,18057,1165
6370,18992,1621
6371,20340,1366
6372,21929,1662
6373,23594,1655
6374,25277,1520
6375,26590,1749
6376,27611,2170
6377,28139,1929
6378,28081,2061
6379,27031,1374
6380,25903,2208
6381,24690,1619
6382,22754,1238
6383,20647,1973
6384,18681,1144
6385,17196,1702
6386,16219,1003
6387,15617,1122
6388,15256,846
6389,15297,1220
6390,16151,1158
6391,17921,1523
6392,18483,1232
6393,19035,1502
