Hour,GeneratorID,VariableCost,MinPowerOut,MaxPowerOut,Output,On/off,ShutDown,Startup
23,23,29.68185471,190.8,381.6,381.6,1,0,0
23,24,30.43660808,190.8,381.6,0,0,0,0
24,1,22.82975156,155.7,311.4,0,0,0,0
24,2,23.17864287,155.7,311.4,0,0,0,0
24,3,23.89079164,155.7,311.4,0,0,0,0
24,4,24.8779113,155.7,311.4,0,0,0,0
24,5,32.74531358,137.5,275,0,0,0,0
24,6,34.57327796,137.5,275,0,0,0,0
24,7,34.85354679,137.5,275,0,0,0,0
24,8,34.97119919,137.5,275,0,0,0,0
24,9,34.76984963,231.25,462.5,361.854947,1,0,0
24,10,33.98565618,231.25,462.5,416.25,1,0,0
24,11,35.99330099,231.25,462.5,0,0,0,0
24,12,35.79069939,231.25,462.5,0,0,1,0
24,13,35.55576724,231.75,463.5,255.9703768,1,0,0
24,14,35.65464779,231.75,463.5,0,0,0,0
24,15,22.52819424,163.75,327.5,327.5,1,0,0
24,16,24.96676173,163.75,327.5,294.75,1,0,0
24,17,23.84561198,227.375,454.75,454.75,1,0,0
24,18,23.19306061,227.375,454.75,454.75,1,0,0
24,19,25.89326837,300,600,540,1,0,0
24,20,24.99230456,300,600,540,1,0,0
24,21,25.23543155,177.75,355.5,319.95,1,0,0
24,22,24.59924011,177.75,355.5,323.0230281,1,0,0
24,23,29.68185471,190.8,381.6,343.44,1,0,0
24,24,30.43660808,190.8,381.6,0,0,0,0
