Time period,Source,Sink,Flow,TransCap
6.0,4.0,9.0,0.0,0.0
6.0,4.0,10.0,0.0,0.0
6.0,5.0,1.0,0.0,0.0
6.0,5.0,2.0,0.0,0.0
6.0,5.0,3.0,0.0,0.0
6.0,5.0,4.0,162.31391805725207,753.0
6.0,5.0,5.0,0.0,0.0
6.0,5.0,6.0,-159.91628720076176,870.0
6.0,5.0,7.0,0.0,0.0
6.0,5.0,8.0,-176.7773966503809,740.0
6.0,5.0,9.0,192.37829973115225,450.0
6.0,5.0,10.0,0.0,0.0
6.0,6.0,1.0,0.0,0.0
6.0,6.0,2.0,351.49621397327974,1100.0
6.0,6.0,3.0,0.0,0.0
6.0,6.0,4.0,322.2302052580138,1500.0
6.0,6.0,5.0,159.91628720076176,870.0
6.0,6.0,6.0,0.0,0.0
6.0,6.0,7.0,-445.3375506824363,480.0
6.0,6.0,8.0,-16.861109449619075,621.0
6.0,6.0,9.0,0.0,0.0
6.0,6.0,10.0,0.0,0.0
6.0,7.0,1.0,0.0,0.0
6.0,7.0,2.0,0.0,0.0
6.0,7.0,3.0,444.24555301756396,1300.0
6.0,7.0,4.0,0.0,0.0
6.0,7.0,5.0,0.0,0.0
6.0,7.0,6.0,445.3375506824363,480.0
6.0,7.0,7.0,0.0,0.0
6.0,7.0,8.0,0.0,0.0
6.0,7.0,9.0,0.0,0.0
6.0,7.0,10.0,0.0,0.0
6.0,8.0,1.0,0.0,0.0
6.0,8.0,2.0,0.0,0.0
6.0,8.0,3.0,0.0,0.0
6.0,8.0,4.0,0.0,0.0
6.0,8.0,5.0,176.7773966503809,740.0
6.0,8.0,6.0,16.861109449619075,621.0
6.0,8.0,7.0,0.0,0.0
6.0,8.0,8.0,0.0,0.0
6.0,8.0,9.0,0.0,0.0
6.0,8.0,10.0,0.0,0.0
6.0,9.0,1.0,0.0,0.0
6.0,9.0,2.0,0.0,0.0
6.0,9.0,3.0,0.0,0.0
6.0,9.0,4.0,0.0,0.0
6.0,9.0,5.0,-192.37829973115225,450.0
6.0,9.0,6.0,0.0,0.0
6.0,9.0,7.0,0.0,0.0
6.0,9.0,8.0,0.0,0.0
6.0,9.0,9.0,0.0,0.0
6.0,9.0,10.0,180.78356433115226,1200.0
6.0,10.0,1.0,-126.48047445287602,1200.0
6.0,10.0,2.0,-181.5819372897871,1200.0
6.0,10.0,3.0,0.0,0.0
6.0,10.0,4.0,0.0,0.0
6.0,10.0,5.0,0.0,0.0
6.0,10.0,6.0,0.0,0.0
6.0,10.0,7.0,0.0,0.0
6.0,10.0,8.0,0.0,0.0
6.0,10.0,9.0,-180.78356433115226,1200.0
6.0,10.0,10.0,0.0,0.0
7.0,1.0,1.0,0.0,0.0
7.0,1.0,2.0,-49.257947659587295,300.0
7.0,1.0,3.0,-463.54954493319497,990.0
7.0,1.0,4.0,0.0,0.0
7.0,1.0,5.0,0.0,0.0
7.0,1.0,6.0,0.0,0.0
7.0,1.0,7.0,0.0,0.0
7.0,1.0,8.0,0.0,0.0
7.0,1.0,9.0,0.0,0.0
7.0,1.0,10.0,130.98417659278226,1200.0
7.0,2.0,1.0,49.257947659587295,300.0
7.0,2.0,2.0,0.0,0.0
7.0,2.0,3.0,-414.2915972736077,800.0
7.0,2.0,4.0,-33.79769208855609,1195.0
7.0,2.0,5.0,0.0,0.0
7.0,2.0,6.0,-354.1457565497931,1100.0
7.0,2.0,7.0,0.0,0.0
7.0,2.0,8.0,0.0,0.0
7.0,2.0,9.0,0.0,0.0
7.0,2.0,10.0,180.24212425236956,1200.0
7.0,3.0,1.0,463.54954493319497,990.0
7.0,3.0,2.0,414.2915972736077,800.0
7.0,3.0,3.0,0.0,0.0
7.0,3.0,4.0,0.0,0.0
7.0,3.0,5.0,0.0,0.0
7.0,3.0,6.0,0.0,0.0
7.0,3.0,7.0,-390.94740028809315,1300.0
7.0,3.0,8.0,0.0,0.0
7.0,3.0,9.0,0.0,0.0
7.0,3.0,10.0,0.0,0.0
7.0,4.0,1.0,0.0,0.0
7.0,4.0,2.0,33.79769208855609,1195.0
7.0,4.0,3.0,0.0,0.0
7.0,4.0,4.0,0.0,0.0
7.0,4.0,5.0,-238.45668712731907,753.0
7.0,4.0,6.0,-320.348064461237,1500.0
7.0,4.0,7.0,0.0,0.0
7.0,4.0,8.0,0.0,0.0
7.0,4.0,9.0,0.0,0.0
7.0,4.0,10.0,0.0,0.0
7.0,5.0,1.0,0.0,0.0
7.0,5.0,2.0,0.0,0.0
7.0,5.0,3.0,0.0,0.0
7.0,5.0,4.0,238.45668712731907,753.0
7.0,5.0,5.0,0.0,0.0
7.0,5.0,6.0,-81.89137733391797,870.0
7.0,5.0,7.0,0.0,0.0
7.0,5.0,8.0,-98.14622306695901,740.0
7.0,5.0,9.0,262.15584558412235,450.0
7.0,5.0,10.0,0.0,0.0
7.0,6.0,1.0,0.0,0.0
7.0,6.0,2.0,354.1457565497931,1100.0
7.0,6.0,3.0,0.0,0.0
7.0,6.0,4.0,320.348064461237,1500.0
7.0,6.0,5.0,81.89137733391797,870.0
7.0,6.0,6.0,0.0,0.0
7.0,6.0,7.0,-451.09324101190714,480.0
7.0,6.0,8.0,-16.254845733040952,621.0
7.0,6.0,9.0,0.0,0.0
7.0,6.0,10.0,0.0,0.0
7.0,7.0,1.0,0.0,0.0
7.0,7.0,2.0,0.0,0.0
7.0,7.0,3.0,390.94740028809315,1300.0
7.0,7.0,4.0,0.0,0.0
7.0,7.0,5.0,0.0,0.0
