BEGIN_DATE,PORTFOLIO_NAME,MW
11/5/2019 1:00:00 PM,DEC,11595
11/5/2019 1:00:00 PM,PEC,6887
11/5/2019 2:00:00 AM,DEC,11530
11/5/2019 2:00:00 AM,PEC,6430
11/5/2019 2:00:00 PM,PEC,6739
11/5/2019 2:00:00 PM,DEC,11440
11/5/2019 3:00:00 AM,DEC,11263
11/5/2019 3:00:00 AM,PEC,5757
11/5/2019 3:00:00 PM,DEC,11278
11/5/2019 3:00:00 PM,PEC,6722
11/5/2019 4:00:00 AM,DEC,10965
11/5/2019 4:00:00 AM,PEC,5506
11/5/2019 4:00:00 PM,PEC,6796
11/5/2019 4:00:00 PM,DEC,11044
11/5/2019 5:00:00 AM,PEC,5448
11/5/2019 5:00:00 AM,DEC,10874
11/5/2019 5:00:00 PM,DEC,10914
11/5/2019 5:00:00 PM,PEC,6939
11/5/2019 6:00:00 AM,DEC,10711
11/5/2019 6:00:00 AM,PEC,5416
11/5/2019 6:00:00 PM,DEC,11091
11/5/2019 6:00:00 PM,PEC,6736
11/5/2019 7:00:00 AM,DEC,10615
11/5/2019 7:00:00 AM,PEC,5419
11/5/2019 7:00:00 PM,DEC,11221
11/5/2019 7:00:00 PM,PEC,6567
11/5/2019 8:00:00 AM,DEC,10661
11/5/2019 8:00:00 AM,PEC,5426
11/5/2019 8:00:00 PM,DEC,11217
11/5/2019 8:00:00 PM,PEC,6564
11/5/2019 9:00:00 AM,PEC,5570
11/5/2019 9:00:00 AM,DEC,10890
11/5/2019 9:00:00 PM,DEC,11137
11/5/2019 9:00:00 PM,PEC,6327
11/6/2019 10:00:00 AM,DEC,10834
11/6/2019 10:00:00 AM,PEC,6181
11/6/2019 10:00:00 PM,DEC,11025
11/6/2019 10:00:00 PM,PEC,6827
11/6/2019 11:00:00 AM,DEC,11148
11/6/2019 11:00:00 AM,PEC,6512
11/6/2019 11:00:00 PM,DEC,10998
11/6/2019 11:00:00 PM,PEC,7070
11/6/2019 12:00:00 AM,DEC,11282
11/6/2019 12:00:00 AM,PEC,7154
11/6/2019 12:00:00 PM,DEC,11248
11/6/2019 12:00:00 PM,PEC,6641
11/6/2019 1:00:00 AM,PEC,6958
11/6/2019 1:00:00 AM,DEC,11111
11/6/2019 1:00:00 PM,PEC,6846
11/6/2019 1:00:00 PM,DEC,11217
11/6/2019 2:00:00 AM,DEC,10932
11/6/2019 2:00:00 AM,PEC,6370
11/6/2019 2:00:00 PM,DEC,11141
11/6/2019 2:00:00 PM,PEC,6817
11/6/2019 3:00:00 AM,DEC,10886
11/6/2019 3:00:00 AM,PEC,5781
11/6/2019 3:00:00 PM,DEC,11258
11/6/2019 3:00:00 PM,PEC,7459
11/6/2019 4:00:00 AM,DEC,10884
11/6/2019 4:00:00 AM,PEC,5532
11/6/2019 4:00:00 PM,DEC,11115
11/6/2019 4:00:00 PM,PEC,7277
11/6/2019 5:00:00 AM,DEC,10684
11/6/2019 5:00:00 AM,PEC,5318
11/6/2019 5:00:00 PM,PEC,7209
11/6/2019 5:00:00 PM,DEC,11026
11/6/2019 6:00:00 AM,DEC,10432
11/6/2019 6:00:00 AM,PEC,5166
11/6/2019 6:00:00 PM,DEC,11055
11/6/2019 6:00:00 PM,PEC,7146
11/6/2019 7:00:00 AM,DEC,10381
11/6/2019 7:00:00 AM,PEC,5184
11/6/2019 7:00:00 PM,PEC,6923
11/6/2019 7:00:00 PM,DEC,11090
11/6/2019 8:00:00 AM,DEC,10520
11/6/2019 8:00:00 AM,PEC,5171
11/6/2019 8:00:00 PM,DEC,11018
11/6/2019 8:00:00 PM,PEC,6553
11/6/2019 9:00:00 AM,DEC,10759
11/6/2019 9:00:00 AM,PEC,5414
11/6/2019 9:00:00 PM,DEC,10977
11/6/2019 9:00:00 PM,PEC,6359
11/7/2019 10:00:00 AM,PEC,6594
11/7/2019 10:00:00 AM,DEC,11031
11/7/2019 10:00:00 PM,DEC,11124
11/7/2019 10:00:00 PM,PEC,6456
11/7/2019 11:00:00 AM,DEC,11183
11/7/2019 11:00:00 AM,PEC,7048
11/7/2019 11:00:00 PM,DEC,11160
11/7/2019 11:00:00 PM,PEC,6628
11/7/2019 12:00:00 AM,DEC,10983
11/7/2019 12:00:00 AM,PEC,6965
11/7/2019 12:00:00 PM,DEC,11316
11/7/2019 12:00:00 PM,PEC,7151
11/7/2019 1:00:00 AM,DEC,10892
11/7/2019 1:00:00 AM,PEC,6920
11/7/2019 1:00:00 PM,DEC,11216
11/7/2019 1:00:00 PM,PEC,7153
11/7/2019 2:00:00 AM,PEC,6651
11/7/2019 2:00:00 AM,DEC,10841
11/7/2019 2:00:00 PM,DEC,11232
11/7/2019 2:00:00 PM,PEC,7081
11/7/2019 3:00:00 AM,DEC,10645
11/7/2019 3:00:00 AM,PEC,6015
11/7/2019 3:00:00 PM,DEC,10978
11/7/2019 3:00:00 PM,PEC,6935
11/7/2019 4:00:00 AM,DEC,10690
11/7/2019 4:00:00 AM,PEC,5709
11/7/2019 4:00:00 PM,DEC,10500
11/7/2019 4:00:00 PM,PEC,7212
11/7/2019 5:00:00 AM,DEC,10796
11/7/2019 5:00:00 AM,PEC,5751
11/7/2019 5:00:00 PM,DEC,10464
11/7/2019 5:00:00 PM,PEC,7141
11/7/2019 6:00:00 AM,PEC,5638
11/7/2019 6:00:00 AM,DEC,10865
11/7/2019 6:00:00 PM,PEC,6879
11/7/2019 6:00:00 PM,DEC,10788
11/7/2019 7:00:00 AM,DEC,10854
11/7/2019 7:00:00 AM,PEC,5641
11/7/2019 7:00:00 PM,DEC,10916
11/7/2019 7:00:00 PM,PEC,6684
11/7/2019 8:00:00 AM,DEC,10884
11/7/2019 8:00:00 AM,PEC,5724
11/7/2019 8:00:00 PM,DEC,10894
11/7/2019 8:00:00 PM,PEC,6661
11/7/2019 9:00:00 AM,PEC,6074
11/7/2019 9:00:00 AM,DEC,10956
11/7/2019 9:00:00 PM,DEC,10993
11/7/2019 9:00:00 PM,PEC,6574
11/8/2019 10:00:00 AM,DEC,10694
11/8/2019 10:00:00 AM,PEC,5938
11/8/2019 10:00:00 PM,DEC,11253
11/8/2019 10:00:00 PM,PEC,7345
11/8/2019 11:00:00 AM,PEC,6723
11/8/2019 11:00:00 AM,DEC,11051
11/8/2019 11:00:00 PM,DEC,11354
11/8/2019 11:00:00 PM,PEC,7847
11/8/2019 12:00:00 AM,DEC,11160
11/8/2019 12:00:00 AM,PEC,6668
11/8/2019 12:00:00 PM,DEC,11139
11/8/2019 12:00:00 PM,PEC,7063
11/8/2019 1:00:00 AM,DEC,11070
11/8/2019 1:00:00 AM,PEC,6662
11/8/2019 1:00:00 PM,DEC,10771
11/8/2019 1:00:00 PM,PEC,7437
11/8/2019 2:00:00 AM,DEC,10990
11/8/2019 2:00:00 AM,PEC,6596
11/8/2019 2:00:00 PM,DEC,10695
11/8/2019 2:00:00 PM,PEC,7723
11/8/2019 3:00:00 AM,PEC,6499
11/8/2019 3:00:00 AM,DEC,10726
11/8/2019 3:00:00 PM,DEC,10525
11/8/2019 3:00:00 PM,PEC,8144
11/8/2019 4:00:00 AM,DEC,10567
11/8/2019 4:00:00 AM,PEC,6037
11/8/2019 4:00:00 PM,DEC,10336
11/8/2019 4:00:00 PM,PEC,8474
11/8/2019 5:00:00 AM,DEC,10420
11/8/2019 5:00:00 AM,PEC,5510
11/8/2019 5:00:00 PM,DEC,10264
11/8/2019 5:00:00 PM,PEC,8191
11/8/2019 6:00:00 AM,DEC,10207
11/8/2019 6:00:00 AM,PEC,5366
11/8/2019 6:00:00 PM,DEC,9980
11/8/2019 6:00:00 PM,PEC,8067
11/8/2019 7:00:00 AM,PEC,5357
11/8/2019 7:00:00 AM,DEC,10015
11/8/2019 7:00:00 PM,DEC,10288
11/8/2019 7:00:00 PM,PEC,7621
11/8/2019 8:00:00 AM,DEC,9997
11/8/2019 8:00:00 AM,PEC,5347
11/8/2019 8:00:00 PM,DEC,10864
11/8/2019 8:00:00 PM,PEC,6856
11/8/2019 9:00:00 AM,PEC,5486
11/8/2019 9:00:00 AM,DEC,10338
11/8/2019 9:00:00 PM,DEC,11129
11/8/2019 9:00:00 PM,PEC,6552
11/9/2019 10:00:00 AM,DEC,11463
11/9/2019 10:00:00 AM,PEC,8587
11/9/2019 10:00:00 PM,DEC,11268
11/9/2019 10:00:00 PM,PEC,6945
11/9/2019 11:00:00 AM,DEC,11889
11/9/2019 11:00:00 AM,PEC,8816
11/9/2019 11:00:00 PM,DEC,11323
11/9/2019 11:00:00 PM,PEC,7196
11/9/2019 12:00:00 AM,PEC,7883
11/9/2019 12:00:00 AM,DEC,11403
11/9/2019 12:00:00 PM,PEC,9168
11/9/2019 12:00:00 PM,DEC,12135
11/9/2019 1:00:00 AM,DEC,11653
11/9/2019 1:00:00 AM,PEC,8069
11/9/2019 1:00:00 PM,DEC,11884
11/9/2019 1:00:00 PM,PEC,9698
11/9/2019 2:00:00 AM,DEC,11479
11/9/2019 2:00:00 AM,PEC,8088
11/9/2019 2:00:00 PM,DEC,11474
11/9/2019 2:00:00 PM,PEC,9520
11/9/2019 3:00:00 AM,DEC,11221
11/9/2019 3:00:00 AM,PEC,7933
11/9/2019 3:00:00 PM,DEC,11058
11/9/2019 3:00:00 PM,PEC,9035
11/9/2019 4:00:00 AM,DEC,10975
11/9/2019 4:00:00 AM,PEC,7814
11/9/2019 4:00:00 PM,DEC,11089
11/9/2019 4:00:00 PM,PEC,8084
11/9/2019 5:00:00 AM,PEC,7544
11/9/2019 5:00:00 AM,DEC,10966
11/9/2019 5:00:00 PM,DEC,10966
11/9/2019 5:00:00 PM,PEC,7615
11/9/2019 6:00:00 AM,DEC,11005
11/9/2019 6:00:00 AM,PEC,7504
11/9/2019 6:00:00 PM,DEC,10985
11/9/2019 6:00:00 PM,PEC,7467
11/9/2019 7:00:00 AM,PEC,7708
11/9/2019 7:00:00 AM,DEC,10980
11/9/2019 7:00:00 PM,DEC,10830
11/9/2019 7:00:00 PM,PEC,7207
11/9/2019 8:00:00 AM,DEC,11014
11/9/2019 8:00:00 AM,PEC,7951
11/9/2019 8:00:00 PM,DEC,10996
11/9/2019 8:00:00 PM,PEC,6889
11/9/2019 9:00:00 AM,PEC,8136
11/9/2019 9:00:00 AM,DEC,11258
11/9/2019 9:00:00 PM,PEC,6817
11/9/2019 9:00:00 PM,DEC,11081
12/1/2019 10:00:00 AM,DEC,9000
12/1/2019 10:00:00 AM,PEC,6572
12/1/2019 10:00:00 PM,DEC,9592
12/1/2019 10:00:00 PM,PEC,7110
12/1/2019 11:00:00 AM,DEC,9242
12/1/2019 11:00:00 AM,PEC,6747
12/1/2019 11:00:00 PM,DEC,9849
12/1/2019 11:00:00 PM,PEC,7327
12/1/2019 12:00:00 AM,PEC,7782
12/1/2019 12:00:00 AM,DEC,9907
12/1/2019 12:00:00 PM,DEC,9373
12/1/2019 12:00:00 PM,PEC,6760
12/1/2019 1:00:00 AM,DEC,9825
12/1/2019 1:00:00 AM,PEC,7657
12/1/2019 1:00:00 PM,DEC,9684
12/1/2019 1:00:00 PM,PEC,6964
12/1/2019 2:00:00 AM,PEC,7443
12/1/2019 2:00:00 AM,DEC,9704
12/1/2019 2:00:00 PM,DEC,9765
12/1/2019 2:00:00 PM,PEC,7025
12/1/2019 3:00:00 AM,DEC,9339
12/1/2019 3:00:00 AM,PEC,7309
12/1/2019 3:00:00 PM,DEC,9885
12/1/2019 3:00:00 PM,PEC,7123
12/1/2019 4:00:00 AM,DEC,9122
12/1/2019 4:00:00 AM,PEC,7148
12/1/2019 4:00:00 PM,DEC,9978
12/1/2019 4:00:00 PM,PEC,7066
12/1/2019 5:00:00 AM,DEC,9057
12/1/2019 5:00:00 AM,PEC,6999
12/1/2019 5:00:00 PM,DEC,9952
12/1/2019 5:00:00 PM,PEC,7013
12/1/2019 6:00:00 AM,PEC,6740
12/1/2019 6:00:00 AM,DEC,9058
12/1/2019 6:00:00 PM,DEC,9874
12/1/2019 6:00:00 PM,PEC,7021
12/1/2019 7:00:00 AM,DEC,8957
12/1/2019 7:00:00 AM,PEC,6676
12/1/2019 7:00:00 PM,DEC,9817
12/1/2019 7:00:00 PM,PEC,7152
12/1/2019 8:00:00 AM,DEC,8890
12/1/2019 8:00:00 AM,PEC,6641
12/1/2019 8:00:00 PM,DEC,9508
12/1/2019 8:00:00 PM,PEC,7053
12/1/2019 9:00:00 AM,DEC,8843
12/1/2019 9:00:00 AM,PEC,6590
12/1/2019 9:00:00 PM,DEC,9406
12/1/2019 9:00:00 PM,PEC,6995
12/10/2019 10:00:00 AM,PEC,7671
12/10/2019 10:00:00 AM,DEC,9719
12/10/2019 10:00:00 PM,DEC,11039
12/10/2019 10:00:00 PM,PEC,8881
12/10/2019 11:00:00 AM,DEC,10133
12/10/2019 11:00:00 AM,PEC,8283
12/10/2019 11:00:00 PM,DEC,11164
12/10/2019 11:00:00 PM,PEC,8913
12/10/2019 12:00:00 AM,PEC,9074
12/10/2019 12:00:00 AM,DEC,10821
12/10/2019 12:00:00 PM,DEC,10359
12/10/2019 12:00:00 PM,PEC,8643
12/10/2019 1:00:00 AM,DEC,10713
12/10/2019 1:00:00 AM,PEC,9114
12/10/2019 1:00:00 PM,DEC,10289
12/10/2019 1:00:00 PM,PEC,8515
12/10/2019 2:00:00 AM,DEC,10565
12/10/2019 2:00:00 AM,PEC,8623
12/10/2019 2:00:00 PM,PEC,8595
12/10/2019 2:00:00 PM,DEC,10120
12/10/2019 3:00:00 AM,DEC,10351
12/10/2019 3:00:00 AM,PEC,8102
12/10/2019 3:00:00 PM,DEC,10037
12/10/2019 3:00:00 PM,PEC,8696
12/10/2019 4:00:00 AM,DEC,9979
12/10/2019 4:00:00 AM,PEC,7718
12/10/2019 4:00:00 PM,DEC,9879
12/10/2019 4:00:00 PM,PEC,8684
12/10/2019 5:00:00 AM,DEC,9721
12/10/2019 5:00:00 AM,PEC,7471
12/10/2019 5:00:00 PM,DEC,9857
12/10/2019 5:00:00 PM,PEC,8564
12/10/2019 6:00:00 AM,DEC,9656
12/10/2019 6:00:00 AM,PEC,6908
12/10/2019 6:00:00 PM,PEC,8551
12/10/2019 6:00:00 PM,DEC,9819
12/10/2019 7:00:00 AM,DEC,9638
12/10/2019 7:00:00 AM,PEC,6677
12/10/2019 7:00:00 PM,DEC,9876
12/10/2019 7:00:00 PM,PEC,8542
12/10/2019 8:00:00 AM,DEC,9620
12/10/2019 8:00:00 AM,PEC,6702
12/10/2019 8:00:00 PM,DEC,10107
12/10/2019 8:00:00 PM,PEC,8333
12/10/2019 9:00:00 AM,DEC,9633
12/10/2019 9:00:00 AM,PEC,7018
12/10/2019 9:00:00 PM,DEC,10581
12/10/2019 9:00:00 PM,PEC,8345
12/11/2019 10:00:00 AM,DEC,10184
12/11/2019 10:00:00 AM,PEC,8264
12/11/2019 10:00:00 PM,PEC,9409
12/11/2019 10:00:00 PM,DEC,12652
12/11/2019 11:00:00 AM,PEC,9052
12/11/2019 11:00:00 AM,DEC,11087
12/11/2019 11:00:00 PM,DEC,13200
12/11/2019 11:00:00 PM,PEC,9618
12/11/2019 12:00:00 AM,DEC,10916
12/11/2019 12:00:00 AM,PEC,8958
12/11/2019 12:00:00 PM,DEC,11579
12/11/2019 12:00:00 PM,PEC,9380
12/11/2019 1:00:00 AM,DEC,10823
12/11/2019 1:00:00 AM,PEC,8875
12/11/2019 1:00:00 PM,PEC,9671
12/11/2019 1:00:00 PM,DEC,11784
12/11/2019 2:00:00 AM,DEC,10568
12/11/2019 2:00:00 AM,PEC,8507
12/11/2019 2:00:00 PM,DEC,11607
12/11/2019 2:00:00 PM,PEC,10024
12/11/2019 3:00:00 AM,DEC,10308
12/11/2019 3:00:00 AM,PEC,8013
12/11/2019 3:00:00 PM,PEC,9619
12/11/2019 3:00:00 PM,DEC,11110
12/11/2019 4:00:00 AM,DEC,10121
12/11/2019 4:00:00 AM,PEC,7582
12/11/2019 4:00:00 PM,DEC,10913
12/11/2019 4:00:00 PM,PEC,9354
12/11/2019 5:00:00 AM,DEC,9856
12/11/2019 5:00:00 AM,PEC,7477
12/11/2019 5:00:00 PM,DEC,10856
12/11/2019 5:00:00 PM,PEC,8978
12/11/2019 6:00:00 AM,DEC,9769
12/11/2019 6:00:00 AM,PEC,7258
12/11/2019 6:00:00 PM,DEC,10814
12/11/2019 6:00:00 PM,PEC,8905
12/11/2019 7:00:00 AM,DEC,9774
12/11/2019 7:00:00 AM,PEC,7213
12/11/2019 7:00:00 PM,PEC,8771
12/11/2019 7:00:00 PM,DEC,10976
12/11/2019 8:00:00 AM,DEC,9778
12/11/2019 8:00:00 AM,PEC,7452
12/11/2019 8:00:00 PM,DEC,11227
12/11/2019 8:00:00 PM,PEC,8757
12/11/2019 9:00:00 AM,DEC,9934
12/11/2019 9:00:00 AM,PEC,7839
12/11/2019 9:00:00 PM,DEC,11731
12/11/2019 9:00:00 PM,PEC,9109
12/12/2019 10:00:00 AM,DEC,13023
12/12/2019 10:00:00 AM,PEC,10007
12/12/2019 10:00:00 PM,DEC,12585
12/12/2019 10:00:00 PM,PEC,9447
12/12/2019 11:00:00 AM,DEC,14147
12/12/2019 11:00:00 AM,PEC,11043
12/12/2019 11:00:00 PM,PEC,9845
12/12/2019 11:00:00 PM,DEC,12799
12/12/2019 12:00:00 AM,DEC,13291
12/12/2019 12:00:00 AM,PEC,9656
12/12/2019 12:00:00 PM,DEC,14481
12/12/2019 12:00:00 PM,PEC,11674
12/12/2019 1:00:00 AM,DEC,13271
12/12/2019 1:00:00 AM,PEC,9533
12/12/2019 1:00:00 PM,PEC,12174
12/12/2019 1:00:00 PM,DEC,13698
12/12/2019 2:00:00 AM,DEC,13059
12/12/2019 2:00:00 AM,PEC,9475
12/12/2019 2:00:00 PM,DEC,12737
12/12/2019 2:00:00 PM,PEC,11728
12/12/2019 3:00:00 AM,DEC,12727
12/12/2019 3:00:00 AM,PEC,9332
12/12/2019 3:00:00 PM,DEC,11936
12/12/2019 3:00:00 PM,PEC,11223
12/12/2019 4:00:00 AM,PEC,9057
12/12/2019 4:00:00 AM,DEC,12467
12/12/2019 4:00:00 PM,DEC,11713
12/12/2019 4:00:00 PM,PEC,10944
12/12/2019 5:00:00 AM,DEC,12309
12/12/2019 5:00:00 AM,PEC,8813
12/12/2019 5:00:00 PM,DEC,11641
12/12/2019 5:00:00 PM,PEC,10276
12/12/2019 6:00:00 AM,DEC,12495
12/12/2019 6:00:00 AM,PEC,8592
12/12/2019 6:00:00 PM,DEC,11490
12/12/2019 6:00:00 PM,PEC,9856
12/12/2019 7:00:00 AM,DEC,12491
12/12/2019 7:00:00 AM,PEC,8633
12/12/2019 7:00:00 PM,DEC,11466
12/12/2019 7:00:00 PM,PEC,9500
12/12/2019 8:00:00 AM,PEC,9050
12/12/2019 8:00:00 AM,DEC,12578
12/12/2019 8:00:00 PM,DEC,11571
12/12/2019 8:00:00 PM,PEC,9219
12/12/2019 9:00:00 AM,DEC,12676
12/12/2019 9:00:00 AM,PEC,9365
12/12/2019 9:00:00 PM,DEC,11968
12/12/2019 9:00:00 PM,PEC,9147
12/13/2019 10:00:00 AM,PEC,8796
12/13/2019 10:00:00 AM,DEC,12443
12/13/2019 10:00:00 PM,DEC,13362
12/13/2019 10:00:00 PM,PEC,9033
12/13/2019 11:00:00 AM,DEC,12902
12/13/2019 11:00:00 AM,PEC,9652
12/13/2019 11:00:00 PM,DEC,13250
12/13/2019 11:00:00 PM,PEC,8634
12/13/2019 12:00:00 AM,PEC,9993
12/13/2019 12:00:00 AM,DEC,12836
12/13/2019 12:00:00 PM,PEC,9850
12/13/2019 12:00:00 PM,DEC,13373
12/13/2019 1:00:00 AM,DEC,12707
12/13/2019 1:00:00 AM,PEC,9741
12/13/2019 1:00:00 PM,DEC,13402
12/13/2019 1:00:00 PM,PEC,9913
12/13/2019 2:00:00 AM,DEC,12634
12/13/2019 2:00:00 AM,PEC,8896
12/13/2019 2:00:00 PM,DEC,13366
12/13/2019 2:00:00 PM,PEC,9939
12/13/2019 3:00:00 AM,DEC,12558
12/13/2019 3:00:00 AM,PEC,8646
12/13/2019 3:00:00 PM,DEC,13457
12/13/2019 3:00:00 PM,PEC,9985
12/13/2019 4:00:00 AM,DEC,12323
12/13/2019 4:00:00 AM,PEC,8498
12/13/2019 4:00:00 PM,PEC,9715
12/13/2019 4:00:00 PM,DEC,13436
12/13/2019 5:00:00 AM,DEC,11992
12/13/2019 5:00:00 AM,PEC,8372
12/13/2019 5:00:00 PM,DEC,13190
12/13/2019 5:00:00 PM,PEC,9393
12/13/2019 6:00:00 AM,DEC,11881
12/13/2019 6:00:00 AM,PEC,8427
12/13/2019 6:00:00 PM,DEC,13183
12/13/2019 6:00:00 PM,PEC,9100
12/13/2019 7:00:00 AM,DEC,11954
12/13/2019 7:00:00 AM,PEC,8407
12/13/2019 7:00:00 PM,DEC,13247
12/13/2019 7:00:00 PM,PEC,8645
12/13/2019 8:00:00 AM,DEC,11950
12/13/2019 8:00:00 AM,PEC,8434
12/13/2019 8:00:00 PM,PEC,8645
12/13/2019 8:00:00 PM,DEC,13261
12/13/2019 9:00:00 AM,PEC,8438
12/13/2019 9:00:00 AM,DEC,12059
12/13/2019 9:00:00 PM,DEC,13337
12/13/2019 9:00:00 PM,PEC,8799
12/14/2019 10:00:00 AM,DEC,11209
12/14/2019 10:00:00 AM,PEC,6815
12/14/2019 10:00:00 PM,DEC,11493
12/14/2019 10:00:00 PM,PEC,7115
12/14/2019 11:00:00 AM,DEC,11400
12/14/2019 11:00:00 AM,PEC,7008
12/14/2019 11:00:00 PM,DEC,11741
12/14/2019 11:00:00 PM,PEC,7327
12/14/2019 12:00:00 AM,DEC,12601
12/14/2019 12:00:00 AM,PEC,8548
12/14/2019 12:00:00 PM,DEC,11541
12/14/2019 12:00:00 PM,PEC,6985
12/14/2019 1:00:00 AM,PEC,8247
12/14/2019 1:00:00 AM,DEC,12426
12/14/2019 1:00:00 PM,DEC,11897
12/14/2019 1:00:00 PM,PEC,7212
12/14/2019 2:00:00 AM,DEC,12465
12/14/2019 2:00:00 AM,PEC,7581
12/14/2019 2:00:00 PM,DEC,12070
12/14/2019 2:00:00 PM,PEC,7511
12/14/2019 3:00:00 AM,PEC,6974
12/14/2019 3:00:00 AM,DEC,12286
12/14/2019 3:00:00 PM,DEC,11908
12/14/2019 3:00:00 PM,PEC,7529
12/14/2019 4:00:00 AM,DEC,11704
12/14/2019 4:00:00 AM,PEC,6696
12/14/2019 4:00:00 PM,DEC,11401
12/14/2019 4:00:00 PM,PEC,7500
12/14/2019 5:00:00 AM,DEC,11505
12/14/2019 5:00:00 AM,PEC,6571
12/14/2019 5:00:00 PM,PEC,7103
12/14/2019 5:00:00 PM,DEC,11184
12/14/2019 6:00:00 AM,DEC,11513
12/14/2019 6:00:00 AM,PEC,6571
12/14/2019 6:00:00 PM,DEC,11149
12/14/2019 6:00:00 PM,PEC,7051
12/14/2019 7:00:00 AM,DEC,11196
12/14/2019 7:00:00 AM,PEC,6593
12/14/2019 7:00:00 PM,DEC,11033
12/14/2019 7:00:00 PM,PEC,6923
12/14/2019 8:00:00 AM,DEC,11028
12/14/2019 8:00:00 AM,PEC,6561
12/14/2019 8:00:00 PM,DEC,11015
12/14/2019 8:00:00 PM,PEC,6959
12/14/2019 9:00:00 AM,DEC,11083
12/14/2019 9:00:00 AM,PEC,6631
12/14/2019 9:00:00 PM,PEC,6839
12/14/2019 9:00:00 PM,DEC,11163
12/15/2019 10:00:00 AM,DEC,11775
12/15/2019 10:00:00 AM,PEC,7434
12/15/2019 10:00:00 PM,DEC,11394
12/15/2019 10:00:00 PM,PEC,7331
12/15/2019 11:00:00 AM,DEC,12078
12/15/2019 11:00:00 AM,PEC,7792
12/15/2019 11:00:00 PM,DEC,11672
12/15/2019 11:00:00 PM,PEC,7715
12/15/2019 12:00:00 AM,DEC,11675
12/15/2019 12:00:00 AM,PEC,7401
12/15/2019 12:00:00 PM,DEC,12362
12/15/2019 12:00:00 PM,PEC,7999
12/15/2019 1:00:00 AM,DEC,11647
12/15/2019 1:00:00 AM,PEC,7594
12/15/2019 1:00:00 PM,PEC,8496
12/15/2019 1:00:00 PM,DEC,12553
12/15/2019 2:00:00 AM,PEC,7415
12/15/2019 2:00:00 AM,DEC,11604
12/15/2019 2:00:00 PM,DEC,12263
12/15/2019 2:00:00 PM,PEC,8654
12/15/2019 3:00:00 AM,DEC,11581
12/15/2019 3:00:00 AM,PEC,7211
12/15/2019 3:00:00 PM,DEC,11561
12/15/2019 3:00:00 PM,PEC,8439
12/15/2019 4:00:00 AM,DEC,11339
12/15/2019 4:00:00 AM,PEC,6988
12/15/2019 4:00:00 PM,PEC,8181
12/15/2019 4:00:00 PM,DEC,10933
12/15/2019 5:00:00 AM,DEC,11022
12/15/2019 5:00:00 AM,PEC,6913
12/15/2019 5:00:00 PM,DEC,10584
12/15/2019 5:00:00 PM,PEC,7986
12/15/2019 6:00:00 AM,DEC,10873
12/15/2019 6:00:00 AM,PEC,6827
12/15/2019 6:00:00 PM,PEC,7773
12/15/2019 6:00:00 PM,DEC,10441
12/15/2019 7:00:00 AM,DEC,10884
12/15/2019 7:00:00 AM,PEC,6930
12/15/2019 7:00:00 PM,DEC,10491
12/15/2019 7:00:00 PM,PEC,7439
12/15/2019 8:00:00 AM,DEC,11098
12/15/2019 8:00:00 AM,PEC,7007
12/15/2019 8:00:00 PM,DEC,10641
12/15/2019 8:00:00 PM,PEC,7125
12/15/2019 9:00:00 AM,DEC,11543
12/15/2019 9:00:00 AM,PEC,7047
12/15/2019 9:00:00 PM,DEC,10846
12/15/2019 9:00:00 PM,PEC,7114
12/16/2019 10:00:00 AM,DEC,11145
12/16/2019 10:00:00 AM,PEC,7889
12/16/2019 10:00:00 PM,PEC,7466
12/16/2019 10:00:00 PM,DEC,11295
12/16/2019 11:00:00 AM,DEC,11639
12/16/2019 11:00:00 AM,PEC,8430
12/16/2019 11:00:00 PM,DEC,11511
12/16/2019 11:00:00 PM,PEC,7964
12/16/2019 12:00:00 AM,DEC,11802
12/16/2019 12:00:00 AM,PEC,7820
12/16/2019 12:00:00 PM,DEC,12366
12/16/2019 12:00:00 PM,PEC,8618
12/16/2019 1:00:00 AM,DEC,11861
12/16/2019 1:00:00 AM,PEC,7897
12/16/2019 1:00:00 PM,DEC,11931
12/16/2019 1:00:00 PM,PEC,8468
12/16/2019 2:00:00 AM,DEC,11630
12/16/2019 2:00:00 AM,PEC,7900
12/16/2019 2:00:00 PM,PEC,8365
12/16/2019 2:00:00 PM,DEC,11743
12/16/2019 3:00:00 AM,DEC,11358
12/16/2019 3:00:00 AM,PEC,7490
12/16/2019 3:00:00 PM,DEC,11321
12/16/2019 3:00:00 PM,PEC,8636
12/16/2019 4:00:00 AM,DEC,10928
12/16/2019 4:00:00 AM,PEC,7128
12/16/2019 4:00:00 PM,PEC,8878
12/16/2019 4:00:00 PM,DEC,10975
12/16/2019 5:00:00 AM,DEC,10752
12/16/2019 5:00:00 AM,PEC,7177
12/16/2019 5:00:00 PM,DEC,10918
12/16/2019 5:00:00 PM,PEC,8471
12/16/2019 6:00:00 AM,DEC,10649
12/16/2019 6:00:00 AM,PEC,7210
12/16/2019 6:00:00 PM,DEC,10880
12/16/2019 6:00:00 PM,PEC,8284
12/16/2019 7:00:00 AM,PEC,7247
12/16/2019 7:00:00 AM,DEC,10588
12/16/2019 7:00:00 PM,DEC,10786
12/16/2019 7:00:00 PM,PEC,8094
12/16/2019 8:00:00 AM,DEC,10558
12/16/2019 8:00:00 AM,PEC,7486
12/16/2019 8:00:00 PM,DEC,10893
12/16/2019 8:00:00 PM,PEC,7534
12/16/2019 9:00:00 AM,DEC,10685
