Day,Time period,Source,Sink,Flow,TransCap
2,117,1,1,0,0
2,117,1,2,-1466.1,5000
2,117,2,1,1466.1,5000
2,117,2,2,0,0
2,118,1,1,0,0
2,118,1,2,-1158,5000
2,118,2,1,1158,5000
2,118,2,2,0,0
2,119,1,1,0,0
2,119,1,2,-1010,5000
2,119,2,1,1010,5000
2,119,2,2,0,0
2,120,1,1,0,0
2,120,1,2,-1133.58032,5000
2,120,2,1,1133.58032,5000
2,120,2,2,0,0
2,121,1,1,0,0
2,121,1,2,-1343,5000
2,121,2,1,1343,5000
2,121,2,2,0,0
2,122,1,1,0,0
2,122,1,2,-1465,5000
2,122,2,1,1465,5000
2,122,2,2,0,0
2,123,1,1,0,0
2,123,1,2,-1433,5000
2,123,2,1,1433,5000
2,123,2,2,0,0
2,124,1,1,0,0
2,124,1,2,-1336,5000
2,124,2,1,1336,5000
2,124,2,2,0,0
2,125,1,1,0,0
2,125,1,2,-1073,5000
2,125,2,1,1073,5000
2,125,2,2,0,0
2,126,1,1,0,0
2,126,1,2,-959,5000
2,126,2,1,959,5000
2,126,2,2,0,0
2,127,1,1,0,0
2,127,1,2,-1000,5000
2,127,2,1,1000,5000
2,127,2,2,0,0
