Day,Time period,Source,Sink,Flow,TransCap
2,48,2,1,1689.1,5000
2,48,2,2,0,0
2,49,1,1,0,0
2,49,1,2,-1971.1,5000
2,49,2,1,1971.1,5000
2,49,2,2,0,0
2,50,1,1,0,0
2,50,1,2,-2122.1,5000
2,50,2,1,2122.1,5000
2,50,2,2,0,0
2,51,1,1,0,0
2,51,1,2,-2161.1,5000
2,51,2,1,2161.1,5000
2,51,2,2,0,0
2,52,1,1,0,0
2,52,1,2,-2089.1,5000
2,52,2,1,2089.1,5000
2,52,2,2,0,0
2,53,1,1,0,0
2,53,1,2,-1789.1,5000
2,53,2,1,1789.1,5000
2,53,2,2,0,0
2,54,1,1,0,0
2,54,1,2,-1312.1,5000
2,54,2,1,1312.1,5000
2,54,2,2,0,0
2,55,1,1,0,0
2,55,1,2,-813,5000
2,55,2,1,813,5000
2,55,2,2,0,0
2,56,1,1,0,0
2,56,1,2,-555,5000
2,56,2,1,555,5000
2,56,2,2,0,0
2,57,1,1,0,0
2,57,1,2,-683,5000
2,57,2,1,683,5000
2,57,2,2,0,0
2,58,1,1,0,0
2,58,1,2,-765,5000
2,58,2,1,765,5000
2,58,2,2,0,0
2,59,1,1,0,0
2,59,1,2,-820,5000
2,59,2,1,820,5000
2,59,2,2,0,0
2,60,1,1,0,0
2,60,1,2,-930,5000
2,60,2,1,930,5000
2,60,2,2,0,0
2,61,1,1,0,0
2,61,1,2,-1099,5000
2,61,2,1,1099,5000
2,61,2,2,0,0
2,62,1,1,0,0
2,62,1,2,-1176,5000
2,62,2,1,1176,5000
2,62,2,2,0,0
2,63,1,1,0,0
2,63,1,2,-1542,5000
2,63,2,1,1542,5000
2,63,2,2,0,0
2,64,1,1,0,0
2,64,1,2,-1503,5000
2,64,2,1,1503,5000
2,64,2,2,0,0
2,65,1,1,0,0
2,65,1,2,-1557,5000
2,65,2,1,1557,5000
2,65,2,2,0,0
2,66,1,1,0,0
2,66,1,2,-1259,5000
2,66,2,1,1259,5000
2,66,2,2,0,0
2,67,1,1,0,0
2,67,1,2,-1032,5000
2,67,2,1,1032,5000
2,67,2,2,0,0
2,68,1,1,0,0
2,68,1,2,-1109,5000
2,68,2,1,1109,5000
2,68,2,2,0,0
2,69,1,1,0,0
2,69,1,2,-1104,5000
2,69,2,1,1104,5000
2,69,2,2,0,0
2,70,1,1,0,0
2,70,1,2,-1183,5000
2,70,2,1,1183,5000
2,70,2,2,0,0
2,71,1,1,0,0
2,71,1,2,-1147,5000
2,71,2,1,1147,5000
2,71,2,2,0,0
2,72,1,1,0,0
2,72,1,2,-1037,5000
2,72,2,1,1037,5000
2,72,2,2,0,0
2,73,1,1,0,0
2,73,1,2,-1295,5000
2,73,2,1,1295,5000
2,73,2,2,0,0
2,74,1,1,0,0
2,74,1,2,-1510,5000
2,74,2,1,1510,5000
2,74,2,2,0,0
2,75,1,1,0,0
2,75,1,2,-1636,5000
2,75,2,1,1636,5000
2,75,2,2,0,0
2,76,1,1,0,0
2,76,1,2,-1717,5000
2,76,2,1,1717,5000
2,76,2,2,0,0
2,77,1,1,0,0
2,77,1,2,-1576,5000
2,77,2,1,1576,5000
2,77,2,2,0,0
2,78,1,1,0,0
2,78,1,2,-1432,5000
2,78,2,1,1432,5000
2,78,2,2,0,0
2,79,1,1,0,0
2,79,1,2,-1160,5000
2,79,2,1,1160,5000
2,79,2,2,0,0
2,80,1,1,0,0
2,80,1,2,-977,5000
2,80,2,1,977,5000
2,80,2,2,0,0
2,81,1,1,0,0
2,81,1,2,-733,5000
2,81,2,1,733,5000
2,81,2,2,0,0
2,82,1,1,0,0
2,82,1,2,-493,5000
2,82,2,1,493,5000
2,82,2,2,0,0
2,83,1,1,0,0
2,83,1,2,-639,5000
2,83,2,1,639,5000
2,83,2,2,0,0
2,84,1,1,0,0
2,84,1,2,-798,5000
2,84,2,1,798,5000
2,84,2,2,0,0
2,85,1,1,0,0
2,85,1,2,-1116,5000
2,85,2,1,1116,5000
2,85,2,2,0,0
2,86,1,1,0,0
2,86,1,2,-1526,5000
2,86,2,1,1526,5000
2,86,2,2,0,0
2,87,1,1,0,0
2,87,1,2,-2087,5000
2,87,2,1,2087,5000
2,87,2,2,0,0
2,88,1,1,0,0
2,88,1,2,-2382,5000
2,88,2,1,2382,5000
2,88,2,2,0,0
2,89,1,1,0,0
2,89,1,2,-2530,5000
2,89,2,1,2530,5000
2,89,2,2,0,0
2,90,1,1,0,0
2,90,1,2,-2149,5000
2,90,2,1,2149,5000
2,90,2,2,0,0
2,91,1,1,0,0
2,91,1,2,-1754,5000
2,91,2,1,1754,5000
2,91,2,2,0,0
2,92,1,1,0,0
2,92,1,2,-1640,5000
2,92,2,1,1640,5000
2,92,2,2,0,0
2,93,1,1,0,0
2,93,1,2,-1494.1,5000
2,93,2,1,1494.1,5000
2,93,2,2,0,0
2,94,1,1,0,0
2,94,1,2,-1249,5000
2,94,2,1,1249,5000
2,94,2,2,0,0
2,95,1,1,0,0
2,95,1,2,-1127,5000
2,95,2,1,1127,5000
2,95,2,2,0,0
2,96,1,1,0,0
2,96,1,2,-1036,5000
2,96,2,1,1036,5000
2,96,2,2,0,0
2,97,1,1,0,0
2,97,1,2,-1079,5000
2,97,2,1,1079,5000
2,97,2,2,0,0
2,98,1,1,0,0
2,98,1,2,-1152,5000
2,98,2,1,1152,5000
2,98,2,2,0,0
2,99,1,1,0,0
2,99,1,2,-1147,5000
2,99,2,1,1147,5000
2,99,2,2,0,0
2,100,1,1,0,0
2,100,1,2,-1062,5000
2,100,2,1,1062,5000
2,100,2,2,0,0
2,101,1,1,0,0
2,101,1,2,-858,5000
2,101,2,1,858,5000
2,101,2,2,0,0
2,102,1,1,0,0
2,102,1,2,-658,5000
2,102,2,1,658,5000
2,102,2,2,0,0
2,103,1,1,0,0
2,103,1,2,-754,5000
2,103,2,1,754,5000
2,103,2,2,0,0
2,104,1,1,0,0
2,104,1,2,-400,5000
2,104,2,1,400,5000
2,104,2,2,0,0
2,105,1,1,0,0
2,105,1,2,-365,5000
2,105,2,1,365,5000
