Day,Hour,StorageUniID,Power,EnergyLimit,Charge_St,Discharge_St,Idle_St,storgChrgPwr,storgDiscPwr,storgSOC,storgResUp,storgResDn
1,30,1,BADC_PS01,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,4.329999999999458
1,30,2,BADC_PS02,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
1,30,3,BADC_PS03,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
1,30,4,BADC_PS04,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
1,30,5,JOCA_PS01,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
1,30,6,JOCA_PS02,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
1,30,7,JOCA_PS03,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
1,30,8,JOCA_PS04,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
2,18,1,BADC_PS01,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
2,18,2,BADC_PS02,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
2,18,3,BADC_PS03,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
2,18,4,BADC_PS04,250,3012.0481927710844,1.0,0.0,0.0,0.0,0.0,0.0
2,18,5,JOCA_PS01,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
2,18,6,JOCA_PS02,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
2,18,7,JOCA_PS03,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
2,18,8,JOCA_PS04,155,1867.4698795180723,1.0,0.0,0.0,0.0,0.0,0.0
2,19,1,BADC_PS01,250,3012.0481927710844,0.0,1.0,0.0,0.0,0.0,0.0
2,19,2,BADC_PS02,250,3012.0481927710844,0.0,1.0,0.0,0.0,0.0,0.0
2,19,3,BADC_PS03,250,3012.0481927710844,0.0,1.0,0.0,0.0,0.0,0.0
2,19,4,BADC_PS04,250,3012.0481927710844,0.0,1.0,0.0,0.0,0.0,0.0
2,19,5,JOCA_PS01,155,1867.4698795180723,0.0,1.0,0.0,0.0,0.0,0.0
2,19,6,JOCA_PS02,155,1867.4698795180723,0.0,1.0,0.0,0.0,0.0,0.0
2,19,7,JOCA_PS03,155,1867.4698795180723,0.0,1.0,0.0,0.0,0.0,0.0
2,19,8,JOCA_PS04,155,1867.4698795180723,0.0,1.0,0.0,0.0,0.0,0.0
2,20,1,BADC_PS01,250,3012.0481927710844,0.0,1.0,0.0,0.0,0.0,0.0
